,index,ingredient_type
4461,3056,juice
4462,3058,citrus
4463,3061,fruit
4464,3064,cold
4465,3066,nut
4466,3068,tequila
4467,3069,syrup
4468,3072,syrup
4469,3076,cold
4470,3079,herbal
4471,3081,cold
4472,3082,syrup
4473,3083,spicy
4474,3085,herbal
4475,3089,herbal
4476,3095,cold
4477,3096,grain
4478,3099,citrus
4479,3101,chocolate
4480,3102,herbal
4481,3103,syrup
4482,3104,juice
4483,3105,cold
4484,3106,bitters
4485,3107,herbal
4486,3109,sugar
4487,3113,herbal
4488,3114,bitters
4489,3116,tequila
4490,3117,fruit
4491,3118,cold
4492,3119,tropical
4493,3124,cold
4494,3128,fruit
4495,3129,cold
4496,3133,fruit
4497,3134,fruit
4498,3136,tropical
4499,3137,cold
4500,3143,fruit
4501,3145,cold
4502,3147,fruit
4503,3148,fruit
4504,3149,wine
4505,3150,sour
4506,3151,fruit
4507,3155,chocolate
4508,3157,herbal
4509,3158,hoppy
4510,3161,fruit
4511,3165,grain
4512,3168,fruit
4513,3170,fruit
4514,3171,cold
4515,3172,tequila
4516,3173,fruit
4517,3174,cold
4518,3176,cold
4519,3177,fruit
4520,3178,fruit
4521,3181,sugar
4522,3186,fruit
4523,3188,fruit
4524,3189,fruit
4525,3192,herbal
4526,3193,juice
4527,3195,cold
4528,3198,wine
4529,3199,brandy
4530,3201,juice
4531,3202,cold
4532,3203,herbal
4533,3205,cold
4534,3206,herbal
4535,3207,fruit
4536,3208,bitters
4537,3210,bitters
4538,3211,fruit
4539,3213,bitters
4540,3214,herbal
4541,3222,bitters
4542,3223,wine
4543,3225,cold
4544,3228,grain
4545,3233,beer
4546,2,juice
4547,6,juice
4548,7,fruit
4549,12,juice
4550,13,tropical
4551,19,tropical
4552,30,juice
4553,35,juice
4554,37,tropical
4555,40,gin
4556,41,juice
4557,47,juice
4558,49,gin
4559,50,cream
4560,51,spice
4561,53,gin
4562,54,gin
4563,55,sour
4564,62,bitters
4565,64,fruit
4566,72,juice
4567,76,juice
4568,81,juice
4569,82,bitters
4570,87,gin
4571,89,juice
4572,92,gin
4573,93,fruit
4574,97,juice
4575,98,herbal
4576,101,gin
4577,104,juice
4578,107,beer
4579,108,juice
4580,109,fruit
4581,110,bitters
4582,115,vegetable
4583,118,juice
4584,120,fruit
4585,121,gin
4586,123,beer
4587,125,gin
4588,133,juice
4589,134,juice
4590,139,tropical
4591,140,bitters
4592,141,tropical
4593,145,juice
4594,146,juice
4595,148,beer
4596,150,bitters
4597,153,juice
4598,154,fruit
4599,160,juice
4600,164,gin
4601,165,juice
4602,174,juice
4603,178,gin
4604,184,fruit
4605,185,juice
4606,193,beer
4607,195,beer
4608,213,juice
4609,214,fruit
4610,217,tropical
4611,220,juice
4612,223,juice
4613,233,gin
4614,235,juice
4615,238,bitters
4616,240,juice
4617,247,juice
4618,249,gin
4619,250,juice
4620,254,juice
4621,255,fruit
4622,257,herbal
4623,258,spice
4624,264,juice
4625,266,gin
4626,277,bitters
4627,282,gin
4628,283,juice
4629,285,beer
4630,290,juice
4631,291,gin
4632,299,beer
4633,307,juice
4634,310,gin
4635,319,juice
4636,326,fruit
4637,340,juice
4638,341,beer
4639,343,gin
4640,344,fruit
4641,346,tropical
4642,349,fruit
4643,351,juice
4644,362,gin
4645,363,fruit
4646,368,juice
4647,369,gin
4648,378,bitters
4649,381,gin
4650,382,juice
4651,385,gin
4652,387,tropical
4653,395,beer
4654,399,gin
4655,402,fruit
4656,403,tropical
4657,410,bitters
4658,425,fruit
4659,426,cream
4660,432,gin
4661,433,fruit
4662,434,juice
4663,439,juice
4664,440,cream
4665,443,gin
4666,444,juice
4667,445,beer
4668,449,beer
4669,450,bitters
4670,454,juice
4671,455,fruit
4672,457,cream
4673,458,cream
4674,466,bitters
4675,470,beer
4676,473,gin
4677,474,juice
4678,478,bitters
4679,482,gin
4680,490,juice
4681,498,fruit
4682,499,juice
4683,502,gin
4684,504,juice
4685,507,gin
4686,517,gin
4687,520,juice
4688,524,fruit
4689,526,juice
4690,527,gin
4691,529,juice
4692,541,juice
4693,545,beer
4694,574,juice
4695,579,fruit
4696,580,juice
4697,584,juice
4698,585,fruit
4699,587,fruit
4700,590,fruit
4701,591,tropical
4702,592,fruit
4703,600,cream
4704,601,juice
4705,602,cream
4706,609,fruit
4707,610,juice
4708,611,herbal
4709,613,beer
4710,616,fruit
4711,617,juice
4712,620,juice
4713,621,tropical
4714,623,tropical
4715,626,fruit
4716,633,juice
4717,635,juice
4718,637,fruit
4719,649,bitters
4720,655,vegetable
4721,656,juice
4722,657,beer
4723,658,cold
4724,659,fruit
4725,663,juice
4726,673,gin
4727,675,juice
4728,676,juice
4729,697,beer
4730,698,juice
4731,703,juice
4732,705,bitters
4733,708,fruit
4734,709,juice
4735,720,fruit
4736,730,juice
4737,734,bitters
4738,741,gin
4739,742,juice
4740,743,beer
4741,744,bitters
4742,747,gin
4743,748,juice
4744,752,tropical
4745,756,juice
4746,757,fruit
4747,758,beer
4748,761,fruit
4749,762,juice
4750,763,bitters
4751,766,gin
4752,769,gin
4753,770,juice
4754,771,gin
4755,774,juice
4756,775,bitters
4757,778,gin
4758,780,juice
4759,786,spice
4760,789,beer
4761,791,bitters
4762,793,beer
4763,794,bitters
4764,797,beer
4765,802,juice
4766,803,sugar
4767,804,fruit
4768,806,beer
4769,808,bitters
4770,823,juice
4771,824,cream
4772,826,juice
4773,827,gin
4774,832,juice
4775,856,tropical
4776,857,herbal
4777,866,herbal
4778,867,juice
4779,869,gin
4780,877,juice
4781,881,beer
4782,883,juice
4783,885,fruit
4784,890,juice
4785,895,juice
4786,897,gin
4787,898,juice
4788,900,gin
4789,902,juice
4790,904,gin
4791,905,juice
4792,906,herbal
4793,907,herbal
4794,918,cream
4795,919,juice
4796,922,cream
4797,923,juice
4798,928,juice
4799,934,juice
4800,937,gin
4801,944,gin
4802,946,beer
4803,950,juice
4804,957,juice
4805,968,juice
4806,969,juice
4807,980,juice
4808,984,gin
4809,986,juice
4810,988,gin
4811,990,juice
4812,994,juice
4813,999,juice
4814,1000,fruit
4815,1004,beer
4816,1008,gin
4817,1017,juice
4818,1020,juice
4819,1023,fruit
4820,1025,fruit
4821,1026,juice
4822,1029,nut
4823,1034,juice
4824,1037,gin
4825,1038,herbal
4826,1045,nut
4827,1046,juice
4828,1053,juice
4829,1054,grain
4830,1061,juice
4831,1067,fruit
4832,1068,juice
4833,1070,juice
4834,1076,juice
4835,1080,fruit
4836,1081,juice
4837,1082,fruit
4838,1086,juice
4839,1088,cold
4840,1089,juice
4841,1095,juice
4842,1099,beer
4843,1105,juice
4844,1106,gin
4845,1108,fruit
4846,1117,tropical
4847,1118,juice
4848,1131,juice
4849,1133,gin
4850,1143,juice
4851,1145,fruit
4852,1152,gin
4853,1154,gin
4854,1161,fruit
4855,1162,juice
4856,1163,fruit
4857,1164,fruit
4858,1165,beer
4859,1166,juice
4860,1177,fruit
4861,1182,juice
4862,1183,cream
4863,1185,bitters
4864,1187,gin
4865,1192,fruit
4866,1193,juice
4867,1194,vegetable
4868,1199,beer
4869,1204,juice
4870,1205,beer
4871,1217,gin
4872,1221,bitters
4873,1222,bitters
4874,1224,gin
4875,1228,cold
4876,1229,cream
4877,1230,juice
4878,1236,juice
4879,1239,juice
4880,1250,bitters
4881,1255,gin
4882,1257,beer
4883,1259,bitters
4884,1262,juice
4885,1267,fruit
4886,1277,bitters
4887,1281,fruit
4888,1282,juice
4889,1287,sugar
4890,1293,juice
4891,1303,gin
4892,1305,gin
4893,1306,beer
4894,1307,beer
4895,1310,juice
4896,1315,tropical
4897,1316,fruit
4898,1317,juice
4899,1320,juice
4900,1321,fruit
4901,1322,gin
4902,1324,juice
4903,1330,bitters
4904,1335,bitters
4905,1336,bitters
4906,1340,juice
4907,1345,juice
4908,1346,juice
4909,1351,beer
4910,1354,juice
4911,1356,gin
4912,1359,gin
4913,1364,juice
4914,1365,fruit
4915,1371,bitters
4916,1374,juice
4917,1380,juice
4918,1381,fruit
4919,1385,juice
4920,1388,gin
4921,1392,juice
4922,1399,juice
4923,1401,bitters
4924,1405,juice
4925,1406,gin
4926,1407,juice
4927,1419,juice
4928,1420,fruit
4929,1425,bitters
4930,1432,juice
4931,1439,herbal
4932,1440,fruit
4933,1441,bitters
4934,1448,juice
4935,1449,gin
4936,1450,fruit
4937,1451,gin
4938,1454,juice
4939,1456,gin
4940,1457,fruit
4941,1458,gin
4942,1461,juice
4943,1466,juice
4944,1470,fruit
4945,1471,juice
4946,1478,gin
4947,1481,juice
4948,1491,juice
4949,1497,fruit
4950,1499,fruit
4951,1503,juice
4952,1508,gin
4953,1509,juice
4954,1512,gin
4955,1514,gin
4956,1519,beer
4957,1520,juice
4958,1522,fruit
4959,1525,juice
4960,1530,gin
4961,1531,juice
4962,1538,gin
4963,1540,herbal
4964,1544,bitters
4965,1551,tropical
4966,1553,cream
4967,1554,cream
4968,1560,bitters
4969,1566,herbal
4970,1567,juice
4971,1568,gin
4972,1569,bitters
4973,1575,juice
4974,1593,juice
4975,1603,beer
4976,1607,juice
4977,1610,bitters
4978,1612,gin
4979,1614,gin
4980,1626,fruit
4981,1627,fruit
4982,1634,beer
4983,1637,beer
4984,1639,juice
4985,1643,bitters
4986,1645,juice
4987,1653,juice
4988,1654,fruit
4989,1655,juice
4990,1659,juice
4991,1664,gin
4992,1665,gin
4993,1668,gin
4994,1670,juice
4995,1674,beer
4996,1676,gin
4997,1677,gin
4998,1686,juice
4999,1688,beer
5000,1689,fruit
5001,1692,juice
5002,1697,juice
5003,1698,nut
5004,1705,juice
5005,1713,juice
5006,1714,fruit
5007,1721,bitters
5008,1725,juice
5009,1730,fruit
5010,1731,tropical
5011,1734,mixer
5012,1736,coffee
5013,1740,juice
5014,1743,herbal
5015,1747,fruit
5016,1755,bitters
5017,1757,juice
5018,1759,gin
5019,1761,tropical
5020,1765,juice
5021,1771,fruit
5022,1780,fruit
5023,1783,juice
5024,1794,juice
5025,1805,juice
5026,1809,bitters
5027,1813,nut
5028,1814,juice
5029,1820,herbal
5030,1827,fruit
5031,1828,herbal
5032,1829,juice
5033,1831,gin
5034,1832,beer
5035,1833,fruit
5036,1835,juice
5037,1836,spicy
5038,1837,fruit
5039,1840,juice
5040,1842,gin
5041,1844,gin
5042,1850,gin
5043,1855,juice
5044,1858,gin
5045,1860,gin
5046,1864,gin
5047,1865,fruit
5048,1867,juice
5049,1875,bitters
5050,1877,juice
5051,1881,juice
5052,1886,juice
5053,1895,juice
5054,1896,fruit
5055,1898,tropical
5056,1906,juice
5057,1907,gin
5058,1910,juice
5059,1913,beer
5060,1916,gin
5061,1919,gin
5062,1920,fruit
5063,1921,juice
5064,1926,juice
5065,1927,gin
5066,1930,juice
5067,1932,bitters
5068,1937,gin
5069,1940,juice
5070,1941,bitters
5071,1944,fruit
5072,1949,juice
5073,1950,juice
5074,1954,fruit
5075,1959,bitters
5076,1962,juice
5077,1965,juice
5078,1970,juice
5079,1971,fruit
5080,1972,tropical
5081,1975,juice
5082,1976,tropical
5083,1977,beer
5084,1980,gin
5085,1981,juice
5086,1982,fruit
5087,1986,gin
5088,1987,juice
5089,1991,juice
5090,1996,juice
5091,2001,juice
5092,2004,juice
5093,2013,gin
5094,2014,juice
5095,2019,juice
5096,2024,juice
5097,2025,bitters
5098,2033,juice
5099,2039,juice
5100,2041,gin
5101,2045,fruit
5102,2046,juice
5103,2048,gin
5104,2050,gin
5105,2053,juice
5106,2058,beer
5107,2063,juice
5108,2067,juice
5109,2068,juice
5110,2069,nut
5111,2073,beer
5112,2077,gin
5113,2081,juice
5114,2085,juice
5115,2086,fruit
5116,2091,juice
5117,2092,gin
5118,2094,juice
5119,2095,juice
5120,2098,fruit
5121,2101,bitters
5122,2111,juice
5123,2116,beer
5124,2117,tropical
5125,2123,juice
5126,2127,fruit
5127,2129,fruit
5128,2131,juice
5129,2142,juice
5130,2145,beer
5131,2150,gin
5132,2151,organic
5133,2152,juice
5134,2155,juice
5135,2161,juice
5136,2180,nut
5137,2184,beer
5138,2190,juice
5139,2195,cream
5140,2198,juice
5141,2199,herbal
5142,2205,juice
5143,2209,beer
5144,2218,fruit
5145,2220,juice
5146,2228,fruit
5147,2229,juice
5148,2233,gin
5149,2234,juice
5150,2236,beer
5151,2239,gin
5152,2240,juice
5153,2246,juice
5154,2247,fruit
5155,2252,gin
5156,2260,tropical
5157,2268,juice
5158,2271,juice
5159,2279,juice
5160,2283,nut
5161,2284,juice
5162,2288,juice
5163,2292,juice
5164,2296,juice
5165,2298,gin
5166,2302,fruit
5167,2306,juice
5168,2309,juice
5169,2311,herbal
5170,2314,juice
5171,2320,bitters
5172,2324,fruit
5173,2325,juice
5174,2329,gin
5175,2330,juice
5176,2338,bitters
5177,2342,juice
5178,2346,fruit
5179,2348,juice
5180,2349,bitters
5181,2351,gin
5182,2352,tropical
5183,2353,juice
5184,2355,juice
5185,2356,fruit
5186,2359,juice
5187,2364,juice
5188,2370,juice
5189,2374,juice
5190,2375,nut
5191,2379,juice
5192,2382,cream
5193,2383,juice
5194,2387,fruit
5195,2388,juice
5196,2389,tropical
5197,2393,juice
5198,2398,juice
5199,2399,beer
5200,2400,gin
5201,2411,juice
5202,2416,juice
5203,2419,juice
5204,2421,tropical
5205,2423,gin
5206,2424,juice
5207,2425,fruit
5208,2427,juice
5209,2428,fruit
5210,2432,beer
5211,2433,beer
5212,2435,juice
5213,2436,juice
5214,2440,juice
5215,2442,gin
5216,2443,juice
5217,2447,cream
5218,2448,juice
5219,2452,juice
5220,2454,cream
5221,2455,beer
5222,2458,tropical
5223,2459,juice
5224,2462,beer
5225,2464,fruit
5226,2465,juice
5227,2476,cream
5228,2479,cream
5229,2481,juice
5230,2484,juice
5231,2489,herbal
5232,2490,juice
5233,2492,fruit
5234,2495,juice
5235,2496,fruit
5236,2498,herbal
5237,2503,juice
5238,2504,tropical
5239,2512,juice
5240,2514,fruit
5241,2515,juice
5242,2518,fruit
5243,2519,juice
5244,2520,juice
5245,2522,bitters
5246,2533,juice
5247,2537,herbal
5248,2538,juice
5249,2542,juice
5250,2544,juice
5251,2545,juice
5252,2548,juice
5253,2551,tropical
5254,2552,gin
5255,2553,cream
5256,2557,juice
5257,2560,fruit
5258,2565,juice
5259,2569,juice
5260,2570,beer
5261,2572,juice
5262,2575,gin
5263,2585,gin
5264,2586,juice
5265,2595,bitters
5266,2597,fruit
5267,2598,gin
5268,2603,juice
5269,2608,juice
5270,2609,cream
5271,2614,tropical
5272,2618,gin
5273,2629,beer
5274,2632,bitters
5275,2638,fruit
5276,2642,cream
5277,2643,cream
5278,2646,gin
5279,2647,bitters
5280,2671,bitters
5281,2678,bitters
5282,2682,bitters
5283,2686,bitters
5284,2717,bitters
5285,2720,spirit
5286,2721,bitters
5287,2724,gin
5288,2732,beer
5289,2733,bitters
5290,2744,bitters
5291,2757,bitters
5292,2775,beer
5293,2776,bitters
5294,2777,bitters
5295,2781,bitters
5296,2795,bitters
5297,2797,fruit
5298,2824,gin
5299,2832,tropical
5300,2836,beer
5301,2845,tropical
5302,2856,bitters
5303,2859,beer
5304,2862,juice
5305,2867,juice
5306,2869,cream
5307,2876,fruit
5308,2877,bitters
5309,2879,beer
5310,2899,grain
5311,2907,bitters
5312,2911,bitters
5313,2914,fruit
5314,2918,tropical
5315,2924,bitters
5316,2926,beer
5317,2929,fruit
5318,2935,fruit
5319,2936,fruit
5320,2938,sugar
5321,2941,fruit
5322,2946,fruit
5323,2947,gin
5324,2949,juice
5325,2953,juice
5326,2965,cream
5327,2966,cream
5328,2976,gin
5329,2977,herbal
5330,2978,juice
5331,2980,gin
5332,2982,fruit
5333,2983,juice
5334,2987,beer
5335,2990,fruit
5336,2994,juice
5337,2998,gin
5338,3000,juice
5339,3004,bitters
5340,3022,fruit
5341,3023,fruit
5342,3025,juice
5343,3030,juice
5344,3039,herbal
5345,3046,coffee
5346,3050,juice
5347,3056,fruit
5348,3064,juice
5349,3066,cream
5350,3076,juice
5351,3079,gin
5352,3081,juice
5353,3082,sugar
5354,3089,gin
5355,3095,juice
5356,3099,fruit
5357,3101,bitters
5358,3102,gin
5359,3104,fruit
5360,3105,juice
5361,3107,bitters
5362,3113,beer
5363,3118,juice
5364,3119,fruit
5365,3124,juice
5366,3129,juice
5367,3136,fruit
5368,3137,juice
5369,3145,juice
5370,3148,beer
5371,3151,bitters
5372,3157,gin
5373,3158,herbal
5374,3168,bitters
5375,3171,juice
5376,3174,juice
5377,3176,juice
5378,3186,bitters
5379,3189,organic
5380,3192,gin
5381,3193,fruit
5382,3195,juice
5383,3198,fruit
5384,3199,wine
5385,3201,fruit
5386,3202,juice
5387,3203,gin
5388,3205,juice
5389,3206,gin
5390,3214,beer
5391,3225,juice
5392,13,fruit
5393,19,fruit
5394,37,fruit
5395,40,spice
5396,49,spice
5397,54,cold
5398,64,cold
5399,76,fruit
5400,87,spice
5401,92,spice
5402,98,gin
5403,101,spice
5404,109,cold
5405,121,spice
5406,125,spice
5407,134,fruit
5408,139,rum
5409,141,sour
5410,145,fruit
5411,154,cold
5412,164,spice
5413,178,spice
5414,184,cold
5415,217,fruit
5416,233,beer
5417,249,spice
5418,255,beer
5419,257,gin
5420,266,beer
5421,282,beer
5422,291,beer
5423,310,spice
5424,343,spice
5425,344,cold
5426,346,nut
5427,362,spice
5428,369,beer
5429,381,spice
5430,385,beer
5431,387,fruit
5432,399,spice
5433,402,cold
5434,403,nut
5435,432,spice
5436,443,spice
5437,455,cold
5438,473,spice
5439,482,spice
5440,502,spice
5441,507,spice
5442,517,spice
5443,527,spice
5444,587,bitters
5445,590,spicy
5446,591,cream
5447,611,gin
5448,621,fruit
5449,623,cream
5450,673,spice
5451,675,fruit
5452,708,cold
5453,741,spice
5454,752,nut
5455,766,spice
5456,769,spice
5457,771,beer
5458,778,spice
5459,803,cold
5460,804,cold
5461,827,spice
5462,856,nut
5463,857,tropical
5464,869,spice
5465,897,beer
5466,900,spice
5467,902,fruit
5468,904,spice
5469,906,gin
5470,907,cold
5471,937,spice
5472,944,spice
5473,969,fruit
5474,980,fruit
5475,984,spice
5476,988,spice
5477,1000,cold
5478,1029,cream
5479,1034,fruit
5480,1037,spice
5481,1038,gin
5482,1045,cream
5483,1054,bitters
5484,1105,fruit
5485,1106,spice
5486,1117,cream
5487,1133,beer
5488,1152,beer
5489,1154,beer
5490,1161,cold
5491,1187,spice
5492,1217,spice
5493,1224,spice
5494,1228,fruit
5495,1255,beer
5496,1305,spice
5497,1315,cream
5498,1316,cold
5499,1320,fruit
5500,1321,cold
5501,1322,beer
5502,1345,fruit
5503,1359,spice
5504,1380,sour
5505,1406,spice
5506,1432,fruit
5507,1439,gin
5508,1449,spice
5509,1450,hoppy
5510,1456,spice
5511,1478,spice
5512,1497,sour
5513,1508,spice
5514,1512,beer
5515,1514,spice
5516,1530,spice
5517,1531,fruit
5518,1538,spice
5519,1540,gin
5520,1551,cream
5521,1568,spice
5522,1612,spice
5523,1614,spice
5524,1639,fruit
5525,1653,fruit
5526,1664,fruit
5527,1665,beer
5528,1668,spice
5529,1676,spice
5530,1677,beer
5531,1689,cold
5532,1698,cream
5533,1730,cold
5534,1731,cream
5535,1759,spice
5536,1761,cream
5537,1765,fruit
5538,1780,cold
5539,1813,cream
5540,1820,fruit
5541,1828,gin
5542,1831,spice
5543,1842,spice
5544,1850,spice
5545,1858,spice
5546,1860,spice
5547,1864,spice
5548,1896,cold
5549,1898,rum
5550,1907,beer
5551,1919,spice
5552,1927,beer
5553,1937,beer
5554,1950,fruit
5555,1972,fruit
5556,1976,fruit
5557,1980,spice
5558,1986,spice
5559,2013,spice
5560,2041,spice
5561,2048,beer
5562,2050,spice
5563,2067,fruit
5564,2069,cream
5565,2077,beer
5566,2092,spice
5567,2095,fruit
5568,2117,cream
5569,2150,spice
5570,2180,cream
5571,2228,cold
5572,2233,spice
5573,2236,cream
5574,2239,spice
5575,2252,spice
5576,2260,grain
5577,2283,cream
5578,2298,spice
5579,2329,spice
5580,2351,spice
5581,2375,cream
5582,2389,cream
5583,2400,spice
5584,2421,fruit
5585,2423,spice
5586,2432,cream
5587,2442,spice
5588,2458,fruit
5589,2498,gin
5590,2504,fruit
5591,2520,fruit
5592,2537,fruit
5593,2548,fruit
5594,2551,herbal
5595,2552,spice
5596,2553,nut
5597,2575,spice
5598,2585,spice
5599,2598,beer
5600,2614,fruit
5601,2618,spice
5602,2646,spice
5603,2720,beer
5604,2724,spice
5605,2797,sour
5606,2824,spice
5607,2832,fruit
5608,2845,fruit
5609,2918,fruit
5610,2947,spice
5611,2976,spice
5612,2977,gin
5613,2980,spice
5614,2990,cream
5615,2998,spice
5616,3023,cold
5617,3025,fruit
5618,3039,fruit
5619,3079,spice
5620,3089,spice
5621,3095,fruit
5622,3102,spice
5623,3119,cold
5624,3136,cold
5625,3145,fruit
5626,3158,gin
5627,3192,spice
5628,3198,tea
5629,3203,beer
5630,64,juice
5631,109,juice
5632,154,juice
5633,184,juice
5634,344,juice
5635,402,juice
5636,455,juice
5637,708,juice
5638,804,juice
5639,869,grain
5640,1000,juice
5641,1161,juice
5642,1217,grain
5643,1316,juice
5644,1321,juice
5645,1449,grain
5646,1456,grain
5647,1540,spice
5648,1664,spice
5649,1689,juice
5650,1730,juice
5651,1759,grain
5652,1780,juice
5653,1896,juice
5654,2228,juice
5655,2551,nut
5656,2553,spice
5657,2614,nut
5658,3023,juice
5659,3119,juice
5660,3136,juice
5661,3158,spice
5662,2551,grain
5663,2614,sugar
