tConst,title,year,rating,votes
tt0013971,The Dangerous Maid,1923,5.0,6.0
tt0013986,Destroying Angel,1923,5.2,6.0
tt0014015,The Eleventh Hour,1923,5.2,6.0
tt0014023,The Eternal City,1923,6.5,8.0
tt0014031,The Face on the Bar-Room Floor,1923,3.2,24.0
tt0014100,The Green Goddess,1923,6.7,38.0
tt0014109,The Saga of Gösta Berling,1924,7.1,1034.0
tt0014127,Her Dangerous Path,1923,3.6,15.0
tt0014138,Homeward Bound,1923,5.2,20.0
tt0014142,The Hunchback of Notre Dame,1923,7.3,4525.0
tt0014145,Swords and the Woman,1923,4.0,12.0
tt0014146,Crown of Thorns,1923,6.1,38.0
tt0014158,The Isle of Lost Ships,1923,7.1,12.0
tt0014159,It Happened Out West,1923,6.8,8.0
tt0014165,Jealous Husbands,1923,5.0,6.0
tt0014171,Der junge Medardus,1923,5.0,40.0
tt0014175,Der Kaufmann von Venedig,1923,5.9,16.0
tt0014189,Law of the Lawless,1923,4.4,8.0
tt0014196,Let's Go,1923,5.5,17.0
tt0014203,The Little Girl Next Door,1923,5.0,6.0
tt0014207,Os Lobos,1923,6.8,45.0
tt0014223,"Love, Life and Laughter",1923,7.2,12.0
tt0014249,The Man Without Desire,1923,6.4,8.0
tt0014264,Maytime,1923,6.7,21.0
tt0014298,Mulheres da Beira,1923,6.9,23.0
tt0014302,Name the Man!,1924,6.8,22.0
tt0014321,North of Hudson Bay,1923,5.2,68.0
tt0014322,The Nth Commandment,1923,6.6,8.0
tt0014323,The Village Shoemakers,1923,5.8,62.0
tt0014339,Good Luck,1923,7.2,20.0
tt0014344,Paddy the Next Best Thing,1923,4.9,7.0
tt0014353,Penrod and Sam,1923,6.4,10.0
tt0014379,Prodigal Daughters,1923,7.0,11.0
tt0014391,Radio-Mania,1922,5.6,13.0
tt0014398,Red Lights,1923,6.3,9.0
tt0014416,Rosita,1923,6.5,258.0
tt0014417,The Wheel,1923,7.4,1720.0
tt0014429,Safety Last!,1923,8.1,16989.0
tt0014446,The Treasure,1923,6.7,237.0
tt0014447,Schlagende Wetter,1923,6.4,55.0
tt0014462,Shifting Sands,1922,1.5,11.0
tt0014463,The Shock,1923,6.5,357.0
tt0014469,The Silent Command,1923,6.2,61.0
tt0014496,Soul of the Beast,1923,7.1,36.0
tt0014497,Souls for Sale,1923,7.0,787.0
tt0014502,The Spider and the Rose,1923,5.2,8.0
tt0014522,Suzanna,1923,7.0,26.0
tt0014528,The Temple of Venus,1923,6.4,11.0
tt0014538,Three Ages,1923,7.1,3775.0
tt0014543,The Thrill Chaser,1923,5.2,10.0
tt0014567,Das unbekannte Morgen,1923,6.3,6.0
tt0014577,Der verlorene Schuh,1923,6.5,21.0
tt0014586,Waxworks,1924,6.7,1531.0
tt0014600,Where the North Begins,1923,7.1,48.0
tt0014604,The White Rose,1923,6.5,147.0
tt0014605,The White Sister,1923,6.9,377.0
tt0014606,White Tiger,1923,6.3,105.0
tt0014619,Within the Law,1923,7.1,89.0
tt0014636,Zaza,1923,6.2,759.0
tt0014640,33.333,1924,6.3,6.0
tt0014645,Ace of Cactus Range,1924,6.1,8.0
tt0014646,Aelita: Queen of Mars,1924,6.5,2211.0
tt0014672,America,1924,6.4,337.0
tt0014682,The Arizona Express,1924,6.9,22.0
tt0014702,Beau Brummel,1924,6.7,395.0
tt0014707,Behind Two Guns,1924,6.6,7.0
tt0014720,Black Lightning,1924,5.5,23.0
tt0014721,Black Oxen,1923,5.9,122.0
tt0014734,Branded a Bandit,1924,6.2,23.0
tt0014759,Captain Blood,1924,6.2,43.0
tt0014760,Captain January,1924,6.9,198.0
tt0014770,The Chechahcos,1923,6.5,201.0
tt0014775,The Circus Cowboy,1924,3.7,7.0
tt0014797,Conductor 1492,1924,6.5,39.0
tt0014817,Daddies,1924,6.2,12.0
tt0014836,The Dawn of a Tomorrow,1924,6.8,6.0
tt0014857,Dynamite Dan,1924,5.8,45.0
tt0014874,The Family Secret,1924,6.3,113.0
tt0014891,The Fighting Adventurer,1924,6.2,9.0
tt0014892,The Fighting Coward,1924,6.5,22.0
tt0014900,Finances of the Grand Duke,1924,6.4,703.0
tt0014901,Find Your Man,1924,4.5,13.0
tt0014927,The Fortieth Door,1924,7.3,10.0
tt0014945,Girl Shy,1924,7.7,2936.0
tt0014946,The Girl in the Limousine,1924,6.3,7.0
tt0014965,Half-a-Dollar Bill,1924,5.2,5.0
tt0014972,He Who Gets Slapped,1924,7.8,2810.0
tt0014981,Her Love Story,1924,6.3,11.0
tt0014999,Hoodman Blind,1923,3.6,23.0
tt0015002,Hot Water,1924,7.2,1174.0
tt0015005,Husbands and Lovers,1924,6.0,10.0
tt0015015,Into the Net,1924,6.0,7.0
tt0015016,The Iron Horse,1924,7.2,1823.0
tt0015022,Janice Meredith,1924,5.7,666.0
tt0015036,Edmund Kean: Prince Among Lovers,1924,6.7,138.0
tt0015037,Kentucky Days,1923,1.0,7.0
tt0015039,Kino Eye,1924,7.2,822.0
tt0015053,Laughing at Danger,1924,5.9,18.0
tt0015074,Little Robinson Crusoe,1924,6.6,5.0
tt0015104,Mademoiselle Midnight,1924,6.6,31.0
tt0015119,The Marriage Circle,1924,7.2,1011.0
tt0015134,Midnight Secrets,1924,1.5,11.0
tt0015141,Miracle of the Wolves,1924,6.6,67.0
tt0015152,Mustalaishurmaaja,1929,6.4,57.0
tt0015167,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,1924,6.6,835.0
tt0015171,The New School Teacher,1924,6.8,13.0
tt0015175,Die Nibelungen: Siegfried,1924,8.1,4863.0
tt0015185,När millionerna rullar...,1924,5.7,9.0
tt0015197,One Night in Rome,1924,5.0,13.0
tt0015202,The Hands of Orlac,1924,7.0,2044.0
tt0015211,Pal o' Mine,1924,6.2,5.0
tt0015224,Peter Pan,1924,7.1,824.0
tt0015233,En piga bland pigor,1924,5.9,9.0
tt0015241,Polyteekkarifilmi,1924,4.0,6.0
tt0015263,The Reckless Age,1924,6.0,10.0
tt0015270,The Rejected Woman,1924,7.0,14.0
tt0015287,Romance of the Wasteland,1924,6.4,5.0
tt0015311,Second Youth,1924,5.4,8.0
tt0015312,Secrets,1924,5.5,213.0
tt0015313,Secrets of the Night,1924,6.8,19.0
tt0015331,The Signal Tower,1924,6.4,47.0
tt0015347,So Big,1924,7.0,15.0
tt0015353,A Son of the Sahara,1924,4.5,11.0
tt0015361,Strike,1925,7.6,6525.0
tt0015400,The Thief of Bagdad,1924,7.8,5206.0
tt0015413,Thy Name Is Woman,1924,5.3,11.0
tt0015419,The Tomboy,1924,5.2,8.0
tt0015454,Valley of Hate,1924,6.0,12.0
tt0015492,The White Moth,1924,6.8,13.0
tt0015498,Wild Oranges,1924,6.8,418.0
tt0015499,Wine,1924,7.2,5.0
tt0015501,Winner Take All,1924,4.8,6.0
tt0015508,Woman to Woman,1923,7.1,51.0
tt0015526,King of the Circus,1924,6.7,14.0
tt0015542,Adventure,1925,5.5,22.0
tt0015569,Raffles: The Amateur Cracksman,1925,5.2,37.0
tt0015570,American Pluck,1925,5.8,20.0
tt0015589,The Awful Truth,1925,6.0,8.0
tt0015620,Beyond the Border,1925,5.7,9.0
tt0015626,Das Bildnis,1923,6.7,9.0
tt0015627,Black Cyclone,1925,6.3,31.0
tt0015634,Body and Soul,1925,6.2,657.0
tt0015639,Border Vengeance,1925,5.7,13.0
tt0015662,The Calgary Stampede,1925,7.4,13.0
tt0015669,Capital Punishment,1925,5.9,36.0
tt0015687,Clash of the Wolves,1925,6.6,230.0
tt0015689,Clothes Make the Pirate,1925,2.7,11.0
tt0015714,The Crackerjack,1925,6.4,18.0
tt0015745,The Desert Flower,1925,7.1,10.0
tt0015750,Dick Turpin,1925,6.0,56.0
tt0015765,The Dressmaker from Paris,1925,7.2,13.0
tt0015766,The Drug Store Cowboy,1925,6.7,23.0
tt0015771,The case of the murder of Tariel Mklavadze,1925,5.7,15.0
tt0015772,The Eagle,1925,6.6,1624.0
tt0015773,The Early Bird,1925,6.4,8.0
tt0015778,Eifersucht,1925,7.0,18.0
tt0015801,The Living Dead Man,1926,7.1,294.0
tt0015813,The Fighting Sheriff,1925,5.4,8.0
tt0015820,The Flame Fighter,1925,5.7,10.0
tt0015841,The Freshman,1925,7.5,4723.0
tt0015842,The Joyless Street,1925,7.2,1308.0
tt0015852,Galloping On,1925,7.2,12.0
tt0015863,Go West,1925,7.2,3548.0
tt0015864,The Gold Rush,1925,8.2,93112.0
tt0015867,The Golden Bed,1925,7.2,22.0
tt0015873,Grass: A Nation's Battle for Life,1925,7.8,888.0
tt0015882,The Green Archer,1925,2.2,13.0
tt0015883,Mother of Mine,1926,6.9,211.0
tt0015902,The Heart of a Siren,1925,5.9,8.0
tt0015903,Hearts and Spurs,1925,4.8,13.0
tt0015918,His People,1925,7.5,20.0
tt0015930,The House Without a Key,1926,5.4,27.0
tt0015937,I'll Show You the Town,1925,7.1,14.0
tt0015939,Idaho,1925,1.7,10.0
tt0015951,Irish Luck,1925,1.3,19.0
tt0015965,Justice of the Far North,1925,5.0,8.0
tt0015972,The Keeper of the Bees,1925,7.2,15.0
tt0015973,Kentucky Pride,1925,5.7,65.0
tt0016004,Lady Windermere's Fan,1925,7.3,929.0
tt0016013,Lazybones,1925,7.2,457.0
tt0016023,Lights of Old Broadway,1925,6.0,444.0
tt0016029,The Little Colonel,1935,7.1,1297.0
tt0016039,The Lost World,1925,7.0,4364.0
tt0016049,Luch smerti,1925,6.3,75.0
tt0016063,The Mad Whirl,1925,7.4,24.0
tt0016064,Madame Behave,1925,6.8,15.0
tt0016065,Madame Sans-Gêne,1925,5.5,30.0
tt0016076,The Man Who Played Square,1924,4.7,10.0
tt0016104,The Merry Widow,1925,7.3,2065.0
tt0016109,The Midshipman,1925,5.0,10.0
tt0016114,Miss Bluebeard,1925,6.4,35.0
tt0016134,My Lady's Lips,1925,6.8,9.0
tt0016156,The Night Club,1925,7.1,29.0
tt0016184,The Only Thing,1925,1.7,77.0
tt0016185,Orochi,1925,7.1,274.0
tt0016186,The Other Woman's Story,1925,6.0,6.0
tt0016200,The Parasite,1925,3.0,5.0
tt0016201,Parisian Love,1925,6.2,200.0
tt0016202,Parisian Nights,1925,6.6,9.0
tt0016212,The Perfect Clown,1925,6.3,36.0
tt0016213,Perils of the Rail,1925,6.9,10.0
tt0016214,Perils of the Wild,1925,5.4,14.0
tt0016220,The Phantom of the Opera,1925,7.6,15698.0
tt0016226,The Plastic Age,1925,6.1,262.0
tt0016231,Pohjalaisia,1925,5.6,21.0
tt0016232,Poil de carotte,1925,7.1,180.0
tt0016235,The Pony Express,1925,6.5,42.0
tt0016241,Pretty Ladies,1925,3.8,131.0
tt0016246,Die Prinzessin und der Geiger,1925,6.8,33.0
tt0016258,The Rag Man,1925,7.1,313.0
tt0016284,The Return of Peter Grimm,1926,6.8,13.0
tt0016294,The Road to Yesterday,1925,6.7,117.0
tt0016295,Roald Amundsen - Ellsworths flyveekspedition 1925,1925,6.5,8.0
tt0016301,Rugged Water,1925,7.4,17.0
tt0016308,Sally of the Sawdust,1925,6.7,466.0
tt0016309,"Sally, Irene and Mary",1925,3.6,123.0
tt0016324,The Scrappin' Kid,1926,3.9,10.0
tt0016333,Seven Keys to Baldpate,1925,5.7,6.0
tt0016345,The Shock Punch,1925,7.5,11.0
tt0016346,Shore Leave,1925,7.6,74.0
tt0016358,A Slave of Fashion,1925,1.9,78.0
tt0016377,Soul-Fire,1925,3.9,109.0
tt0016384,Das Spielzeug von Paris,1925,6.1,55.0
tt0016392,The City Without Jews,1924,6.5,190.0
tt0016395,Stella Dallas,1925,7.2,223.0
tt0016399,The Storm Breaker,1925,5.4,21.0
tt0016408,Suvinen satu,1925,4.8,6.0
tt0016409,The Swan,1925,6.6,23.0
tt0016438,"Tonio, Son of the Sierras",1925,6.6,15.0
tt0016439,Too Many Kisses,1925,7.0,28.0
tt0016449,The Trail Rider,1925,5.8,9.0
tt0016462,Två konungar,1925,6.1,8.0
tt0016473,The Unholy Three,1925,7.2,1564.0
tt0016481,Variety,1925,7.4,879.0
tt0016491,Faces of Children,1925,7.7,674.0
tt0016500,The Wanderer,1925,6.3,15.0
tt0016526,The White Outlaw,1925,7.4,53.0
tt0016533,Wild Horse Canyon,1925,5.0,6.0
tt0016544,The Wizard of Oz,1925,5.1,1375.0
tt0016545,Wolfblood,1925,5.8,231.0
tt0016550,Womanhandled,1925,6.4,59.0
tt0016559,Zakroyshchik iz Torzhka,1925,6.8,106.0
tt0016560,Zander the Great,1925,5.4,606.0
tt0016564,Heart of an Actress,1924,7.2,12.0
tt0016573,Ace of Clubs,1925,5.0,6.0
tt0016598,Aloma of the South Seas,1926,6.5,10.0
tt0016603,The American Venus,1926,7.6,26.0
tt0016615,Atta Boy,1926,6.0,12.0
tt0016627,Bardelys the Magnificent,1926,7.0,996.0
tt0016628,The Barrier,1926,7.3,15.0
tt0016629,The Bat,1926,6.6,653.0
tt0016630,Battling Butler,1926,7.1,2593.0
tt0016639,The Belle of Broadway,1926,7.6,36.0
tt0016640,The Bells,1926,6.5,328.0
tt0016641,Ben-Hur: A Tale of the Christ,1925,7.8,6935.0
tt0016642,"Bertha, the Sewing Machine Girl",1926,7.0,8.0
tt0016643,The Better 'Ole,1926,6.3,215.0
tt0016653,Black Paradise,1926,5.1,10.0
tt0016654,The Black Pirate,1926,7.1,1599.0
tt0016659,The Blind Trail,1926,1.6,10.0
tt0016660,The Block Signal,1926,6.5,17.0
tt0016669,La Bohème,1926,7.3,1412.0
tt0016676,Born to the West,1926,5.1,12.0
tt0016677,The Boy Friend,1926,7.3,9.0
tt0016685,Broken Hearts of Hollywood,1926,6.9,7.0
tt0016690,Brown of Harvard,1926,6.2,1384.0
tt0016691,The Bridal Party in Hardanger,1926,6.7,116.0
tt0016694,Bucking the Truth,1926,6.7,10.0
tt0016695,With Buffalo Bill on the U. P. Trail,1926,6.6,7.0
tt0016696,The Bay of Death,1926,7.4,14.0
tt0016709,Carmen,1926,6.9,80.0
tt0016710,"Carmiña, flor de Galicia",1926,6.0,11.0
tt0016719,Chasing Trouble,1926,5.9,9.0
tt0016733,The College Boob,1926,7.0,6.0
tt0016734,College Days,1926,7.1,14.0
tt0016749,Crossed Signals,1926,5.9,28.0
tt0016762,Dancing Mothers,1926,6.6,135.0
tt0016770,With Davy Crockett at the Fall of the Alamo,1926,7.0,13.0
tt0016782,The Devil Horse,1926,6.1,18.0
tt0016783,The Devil's Circus,1926,6.8,86.0
tt0016804,Don Juan,1926,7.0,691.0
tt0016812,The Duchess of Buffalo,1926,7.2,70.0
tt0016815,The Eagle of the Sea,1926,4.8,18.0
tt0016827,Eve's Leaves,1926,4.5,118.0
tt0016833,Exquisite Sinner,1926,6.3,9.0
tt0016844,Fascinating Youth,1926,7.4,17.0
tt0016860,The Fighting Edge,1926,5.2,8.0
tt0016865,The Fighting Peacemaker,1926,5.1,9.0
tt0016871,Fine Manners,1926,5.8,735.0
tt0016881,The Flaming Frontier,1926,5.9,11.0
tt0016886,A Sister of Six,1926,7.2,15.0
tt0016893,Footloose Widows,1926,7.1,9.0
tt0016894,For Alimony Only,1926,7.1,12.0
tt0016895,For Heaven's Sake,1926,7.4,1341.0
tt0016906,Frivolinas,2014,5.6,14.0
tt0016912,The Galloping Cowboy,1926,6.9,10.0
tt0016916,The Gentle Cyclone,1926,5.8,12.0
tt0016935,The Grand Duchess and the Waiter,1926,7.0,44.0
tt0016940,The Greater Glory,1926,7.1,9.0
tt0016947,Hands Up!,1926,6.5,201.0
tt0016948,Hard Boiled,1926,7.4,9.0
tt0016959,Her Man o' War,1926,7.6,9.0
tt0016971,His First Flame,1927,6.1,122.0
tt0016989,The Ice Flood,1926,6.4,29.0
tt0017000,The Iron Rider,1926,6.4,11.0
tt0017001,The Isle of Retribution,1926,1.7,11.0
tt0017010,The Johnstown Flood,1926,6.5,54.0
tt0017014,Just Suppose,1926,7.4,96.0
tt0017025,Katka-bumazhnyy ranet,1926,7.3,78.0
tt0017045,The Kreutzer Sonata,1927,6.6,45.0
tt0017048,A Page of Madness,1926,7.4,2536.0
tt0017049,The Passion of a Woman Teacher,1926,6.9,13.0
tt0017056,The Lady of the Harem,1926,1.8,10.0
tt0017061,The Law of the Snow Country,1926,5.3,9.0
tt0017063,Let's Get Married,1926,6.8,18.0
tt0017071,The Little Irish Girl,1926,2.3,13.0
tt0017080,The Lost Express,1925,6.0,20.0
tt0017089,The Lucky Lady,1926,5.7,27.0
tt0017115,Man of the Forest,1926,7.2,9.0
tt0017118,Manon Lescaut,1926,6.4,40.0
tt0017119,Mantrap,1926,6.8,298.0
tt0017120,Mare Nostrum,1926,6.8,305.0
tt0017128,Mother,1926,7.5,2295.0
tt0017129,Med 'Maud' over Polhavet,1926,4.3,6.0
tt0017130,The Bear's Wedding,1925,7.0,20.0
tt0017136,Metropolis,1927,8.3,150256.0
tt0017137,Michel Strogoff,1926,7.3,92.0
tt0017141,The Midnight Limited,1925,5.3,11.0
tt0017142,Midnight Lovers,1926,6.6,8.0
tt0017159,The Adventures of the Three Reporters,1926,6.9,248.0
tt0017165,Money to Burn,1926,7.4,8.0
tt0017196,Nana,1926,6.8,656.0
tt0017199,Nelson,1926,7.4,11.0
tt0017202,The New Klondike,1926,5.5,12.0
tt0017218,Officer '444',1926,5.7,26.0
tt0017227,Old Loves and New,1926,4.2,9.0
tt0017235,The Only Way,1925,5.8,13.0
tt0017243,The Palace of Pleasure,1926,4.7,10.0
tt0017244,The Palm Beach Girl,1926,6.0,8.0
tt0017248,The Armored Vault,1926,7.0,7.0
tt0017259,Perils of the Coast Guard,1926,6.8,10.0
tt0017271,By the Law,1926,7.7,865.0
tt0017293,Three Thieves,1926,7.1,120.0
tt0017305,Raggedy Rose,1926,7.1,66.0
tt0017309,Ranson's Folly,1926,5.3,26.0
tt0017325,Riding Romance,1925,6.8,9.0
tt0017326,Risky Business,1926,6.9,14.0
tt0017329,The Road to Mandalay,1926,6.6,144.0
tt0017340,The Runaway,1926,5.0,10.0
tt0017354,The Sea Beast,1926,6.5,128.0
tt0017358,The Sea Wolf,1926,2.1,10.0
tt0017367,The Set-Up,1926,7.3,13.0
tt0017378,The Overcoat,1926,6.8,264.0
tt0017379,Shipwrecked,1926,6.9,9.0
tt0017384,The Sign of the Claw,1926,5.5,13.0
tt0017385,Silence,1926,5.3,10.0
tt0017393,The Silver Treasure,1926,7.0,6.0
tt0017400,A Six Shootin' Romance,1926,6.3,6.0
tt0017410,So's Your Old Man,1926,6.2,160.0
tt0017411,A Social Celebrity,1926,7.4,11.0
tt0017418,Sorok pervyy,1927,7.1,89.0
tt0017419,The Sorrows of Satan,1926,6.1,189.0
tt0017423,Sparrows,1926,7.3,1112.0
tt0017433,"Stop, Look and Listen",1926,5.5,20.0
tt0017438,The Man Who Cheated Life,1926,7.0,542.0
tt0017449,The Temptress,1926,7.0,1041.0
tt0017462,The Third Degree,1926,5.7,24.0
tt0017463,3 Bad Men,1926,7.5,955.0
tt0017476,Tom and His Pals,1926,4.8,11.0
tt0017477,Tony Runs Wild,1926,6.0,10.0
tt0017483,"Tramp, Tramp, Tramp",1926,6.1,589.0
tt0017498,Children of No Importance,1926,7.0,40.0
tt0017504,Unseen Enemies,1925,5.3,11.0
tt0017505,The Untamed Lady,1926,7.1,12.0
tt0017513,Vasya reformator,1926,7.1,14.0
tt0017518,Volcano,1926,7.0,8.0
tt0017519,The Volga Boatman,1926,6.6,115.0
tt0017530,Watch Your Wife,1926,5.7,9.0
tt0017534,West Point,1927,6.5,1701.0
tt0017540,What Price Glory,1926,6.8,337.0
tt0017562,The Wilderness Woman,1926,7.2,28.0
tt0017567,The Winning of Barbara Worth,1926,7.1,603.0
tt0017586,Young April,1926,7.6,30.0
tt0017619,Almost Human,1927,7.4,334.0
tt0017623,Am Rande der Welt,1927,5.9,50.0
tt0017632,Annie Laurie,1927,5.9,350.0
tt0017653,Women of Ryazan,1927,7.1,180.0
tt0017662,Barbed Wire,1927,7.0,175.0
tt0017668,Berlin: Symphony of a Great City,1927,7.6,3635.0
tt0017685,Blonde or Brunette,1927,6.8,6.0
tt0017688,Blood Will Tell,1927,6.9,10.0
tt0017703,Broadway Nights,1927,5.3,19.0
tt0017726,Cafe Electric,1927,6.7,97.0
tt0017727,California,1927,5.6,7.0
tt0017735,Captain Salvation,1927,6.8,224.0
tt0017739,The Cat and the Canary,1927,7.1,2554.0
tt0017743,Chang: A Drama of the Wilderness,1927,7.0,829.0
tt0017748,Man from the Restaurant,1927,7.0,94.0
tt0017751,Children of Divorce,1927,6.6,189.0
tt0017765,College,1927,7.1,4091.0
tt0017778,The Cradle Snatchers,1927,6.3,47.0
tt0017804,The Desert of the Lost,1927,6.4,17.0
tt0017805,The Desired Woman,1927,5.2,16.0
tt0017806,The Devil Dancer,1927,5.3,30.0
tt0017811,The Dice Woman,1926,2.5,11.0
tt0017812,Dirnentragödie,1927,6.7,75.0
tt0017825,When Boys Leave Home,1927,6.2,1952.0
tt0017841,"East Side, West Side",1927,7.0,69.0
tt0017844,Seeds of Freedom,1928,7.0,14.0
tt0017858,The Eyes of the Totem,1927,6.5,10.0
tt0017859,Face Value,1927,6.7,7.0
tt0017865,Fashions for Women,1927,3.5,26.0
tt0017882,The Final Extra,1927,6.9,15.0
tt0017888,Fjeldeventyret,1927,6.6,7.0
tt0017894,Flying Luck,1927,6.7,15.0
tt0017899,For the Term of His Natural Life,1927,6.1,85.0
tt0017917,The Garden of Allah,1927,6.5,15.0
tt0017918,The Gaucho,1927,7.0,265.0
tt0017925,The General,1926,8.1,74822.0
tt0017926,A Gentleman of Paris,1927,7.1,23.0
tt0017937,Giuli,1927,5.6,12.0
tt0017938,The Three-Sided Mirror,1927,7.0,709.0
tt0017947,The Gorilla,1927,7.4,20.0
tt0017958,Ham and Eggs at the Front,1927,5.8,17.0
tt0017961,Happiness,1935,7.5,881.0
tt0017973,The Heart of Maryland,1927,4.9,8.0
tt0017990,Hidden Aces,1927,6.5,10.0
tt0017998,Fanny Hawthorne,1927,7.2,227.0
tt0018016,Hula,1927,6.4,170.0
tt0018017,Huntingtower,1927,6.7,11.0
tt0018024,In Old Kentucky,1927,5.4,10.0
tt0018030,Is Zat So?,1927,5.0,6.0
tt0018037,The Jazz Singer,1927,6.5,8456.0
tt0018038,Jesse James,1927,5.6,24.0
tt0018051,The Kid Brother,1927,7.6,3595.0
tt0018066,The End of St. Petersburg,1927,7.3,1391.0
tt0018080,The Last Outlaw,1927,5.7,36.0
tt0018081,The Last Trail,1927,7.2,11.0
tt0018092,Lightning,1927,6.6,12.0
tt0018102,Long Pants,1927,6.4,415.0
tt0018113,The Love of Sunya,1927,6.2,750.0
tt0018127,Madame Pompadour,1927,7.1,8.0
tt0018128,Madame besøker Oslo,1927,7.1,7.0
tt0018129,The Magic Flame,1927,4.8,25.0
tt0018138,"Man, Woman and Sin",1927,5.9,345.0
tt0018143,Marquitta,1927,6.5,14.0
tt0018164,The Missing Link,1927,6.1,8.0
tt0018170,The Monkey Talks,1927,7.0,26.0
tt0018173,Moskva v oktyabre,1927,6.6,7.0
tt0018183,My Best Girl,1927,7.4,754.0
tt0018184,My Friend from India,1927,7.3,17.0
tt0018192,Napoleon,1927,8.1,6466.0
tt0018197,El negro que tenía el alma blanca,1927,6.6,39.0
tt0018210,The Notorious Lady,1927,6.3,22.0
tt0018218,Old San Francisco,1927,6.4,283.0
tt0018235,Orchids and Ermine,1927,6.8,114.0
tt0018247,Paid to Love,1927,6.3,105.0
tt0018258,Husband by Proxy,1927,6.3,13.0
tt0018259,Perils of the Jungle,1927,6.8,10.0
tt0018268,Potseluy Meri Pikford,1927,6.4,95.0
tt0018285,The Princess from Hoboken,1927,5.9,7.0
tt0018296,På kryss med Blixten,1927,5.0,6.0
tt0018297,Quality Street,1927,6.5,725.0
tt0018311,The Red Mill,1927,6.6,1331.0
tt0018312,The Red Raiders,1927,6.7,20.0
tt0018313,Red Signals,1927,6.7,10.0
tt0018319,The Return of Boston Blackie,1927,6.2,43.0
tt0018332,The Road to Romance,1927,7.1,18.0
tt0018343,Rose of the Golden West,1927,6.2,6.0
tt0018346,The Rough Riders,1927,3.4,19.0
tt0018351,Running Wild,1927,7.1,169.0
tt0018379,7th Heaven,1927,7.7,2928.0
tt0018383,Shanghai Bound,1927,7.0,8.0
tt0018389,A Ship Comes In,1928,5.6,134.0
tt0018397,The Show,1927,6.9,489.0
tt0018398,The Silent Avenger,1927,6.0,10.0
tt0018399,The Silent Hero,1927,1.7,9.0
tt0018410,Six et demi onze,1927,7.1,78.0
tt0018429,Sorrell and Son,1927,5.9,44.0
tt0018438,Spoilers of the West,1927,6.1,8.0
tt0018446,Stark Love,1927,7.0,88.0
tt0018453,Sumka dipkuryera,1927,6.5,96.0
tt0018457,Surrender,1927,6.1,36.0
tt0018464,Tarzan and the Golden Lion,1927,5.5,124.0
tt0018471,Tell It to the Marines,1926,6.9,1408.0
tt0018479,A Texas Steer,1927,4.5,13.0
tt0018480,The Thirteenth Hour,1927,4.4,7.0
tt0018487,Tillie the Toiler,1927,5.8,460.0
tt0018501,Tracked by the Police,1927,6.2,26.0
tt0018507,The Triumph of the Rat,1926,6.2,33.0
tt0018508,Troll-Elgen,1927,6.3,54.0
tt0018519,O Táxi 9297,1927,6.2,25.0
tt0018524,Uncle Tom's Cabin,1927,6.7,360.0
tt0018525,The Understanding Heart,1927,2.5,94.0
tt0018526,Underworld,1927,7.6,2348.0
tt0018530,Upstream,1927,6.2,238.0
tt0018531,The Valley of the Giants,1927,6.8,12.0
tt0018549,The Warning,1927,5.0,9.0
tt0018565,When a Dog Loves,1927,6.7,7.0
tt0018566,When a Man Loves,1927,6.8,278.0
tt0018575,Wild Beauty,1927,6.2,8.0
tt0018576,Wild Geese,1927,5.0,6.0
tt0018579,Winners of the Wilderness,1927,3.3,103.0
tt0018588,Three Loves,1929,6.8,194.0
tt0018601,The Yankee Clipper,1927,7.0,78.0
tt0018607,Yellow Pass,1928,6.7,57.0
tt0018613,Abie's Irish Rose,1928,5.7,21.0
tt0018618,Across to Singapore,1928,6.0,902.0
tt0018619,The Actress,1928,5.8,13.0
tt0018620,Honeymoon Abroad,1928,6.7,9.0
tt0018621,The Adorable Cheat,1928,7.0,30.0
tt0018622,Adoration,1928,7.6,9.0
tt0018624,The Adventurer,1928,4.7,13.0
tt0018639,Alias the Deacon,1927,5.4,12.0
tt0018646,Annapolis,1928,8.0,20.0
tt0018666,The Awakening,1928,6.2,37.0
tt0018673,Bare Knees,1928,7.5,58.0
tt0018674,The Barker,1928,7.1,67.0
tt0018686,The White Eagle,1928,6.6,42.0
tt0018692,Beware of Blondes,1928,4.3,11.0
tt0018698,The Big Hop,1928,5.6,18.0
tt0018710,A Blonde for a Night,1928,6.5,37.0
tt0018716,The Boss of Rustler's Roost,1928,6.0,9.0
tt0018727,Brotherly Love,1928,5.9,7.0
tt0018733,Burning Daylight,1928,6.9,46.0
tt0018738,Cafe X,1928,7.0,7.0
tt0018739,Cagliostro - Liebe und Leben eines großen Abenteurers,1929,6.4,93.0
tt0018740,The Call of the Heart,1928,5.8,12.0
tt0018749,The Cardboard Lover,1928,6.2,802.0
tt0018750,"Carry on, Sergeant!",1928,6.2,31.0
tt0018751,Caught in the Fog,1928,7.3,10.0
tt0018758,Una nueva y gloriosa nación,1928,6.1,8.0
tt0018770,The Fall of the House of Usher,1928,7.3,3187.0
tt0018773,The Circus,1928,8.2,24090.0
tt0018792,The Cop,1928,6.6,20.0
tt0018797,Court-Martial,1928,6.1,13.0
tt0018806,The Crowd,1928,8.1,7030.0
tt0018816,Dawn,1928,6.7,20.0
tt0018822,The Desert Bride,1928,5.6,8.0
