mCategoryId,tConst,genreId
52331,tt0073476,11
52332,tt0073476,20
52333,tt0073482,11
52334,tt0073482,2
52335,tt0073482,5
52336,tt0073483,11
52337,tt0073486,3
52338,tt0073489,3
52339,tt0073489,8
52340,tt0073490,11
52341,tt0073491,2
52342,tt0073491,9
52343,tt0073495,10
52344,tt0073496,1
52345,tt0073496,3
52346,tt0073496,0
52347,tt0073497,11
52348,tt0073498,11
52349,tt0073499,3
52350,tt0073501,3
52351,tt0073501,0
52352,tt0073502,3
52353,tt0073502,6
52354,tt0073502,8
52355,tt0073503,11
52356,tt0073504,11
52357,tt0073505,4
52358,tt0073505,10
52359,tt0073506,16
52360,tt0073506,3
52361,tt0073507,5
52362,tt0073508,11
52363,tt0073509,3
52364,tt0073509,0
52365,tt0073510,11
52366,tt0073510,3
52367,tt0073511,4
52368,tt0073511,3
52369,tt0073514,13
52370,tt0073514,12
52371,tt0073515,3
52372,tt0073516,11
52373,tt0073519,0
52374,tt0073519,14
52375,tt0073520,3
52376,tt0073520,9
52377,tt0073521,3
52378,tt0073521,5
52379,tt0073521,19
52380,tt0073522,11
52381,tt0073523,11
52382,tt0073524,3
52383,tt0073525,3
52384,tt0073525,0
52385,tt0073526,11
52386,tt0073526,2
52387,tt0073526,12
52388,tt0073530,3
52389,tt0073530,9
52390,tt0073537,2
52391,tt0073537,13
52392,tt0073538,3
52393,tt0073539,3
52394,tt0073540,3
52395,tt0073540,12
52396,tt0073541,16
52397,tt0073541,11
52398,tt0073541,2
52399,tt0073542,3
52400,tt0073543,11
52401,tt0073550,13
52402,tt0073550,17
52403,tt0073554,2
52404,tt0073554,12
52405,tt0073554,17
52406,tt0073555,2
52407,tt0073555,3
52408,tt0073556,11
52409,tt0073559,14
52410,tt0073562,0
52411,tt0073563,3
52412,tt0073566,2
52413,tt0073566,3
52414,tt0073572,3
52415,tt0073572,6
52416,tt0073576,10
52417,tt0073581,11
52418,tt0073582,13
52419,tt0073582,12
52420,tt0073582,9
52421,tt0073583,4
52422,tt0073583,3
52423,tt0073583,12
52424,tt0073584,3
52425,tt0073585,2
52426,tt0073586,13
52427,tt0073586,9
52428,tt0073593,11
52429,tt0073594,7
52430,tt0073594,14
52431,tt0073595,10
52432,tt0073595,6
52433,tt0073598,11
52434,tt0073598,3
52435,tt0073598,9
52436,tt0073601,11
52437,tt0073605,11
52438,tt0073605,0
52439,tt0073605,14
52440,tt0073610,3
52441,tt0073611,3
52442,tt0073611,7
52443,tt0073615,13
52444,tt0073615,12
52445,tt0073620,16
52446,tt0073620,2
52447,tt0073620,3
52448,tt0073621,16
52449,tt0073621,4
52450,tt0073622,16
52451,tt0073622,4
52452,tt0073622,8
52453,tt0073623,16
52454,tt0073623,2
52455,tt0073623,3
52456,tt0073624,3
52457,tt0073627,5
52458,tt0073631,16
52459,tt0073631,17
52460,tt0073631,20
52461,tt0073634,11
52462,tt0073634,3
52463,tt0073635,3
52464,tt0073635,15
52465,tt0073635,0
52466,tt0073636,4
52467,tt0073636,3
52468,tt0073636,14
52469,tt0073637,16
52470,tt0073637,4
52471,tt0073637,3
52472,tt0073638,11
52473,tt0073639,4
52474,tt0073639,11
52475,tt0073639,6
52476,tt0073643,3
52477,tt0073643,20
52478,tt0073647,3
52479,tt0073651,11
52480,tt0073654,3
52481,tt0073654,6
52482,tt0073654,8
52483,tt0073655,13
52484,tt0073655,12
52485,tt0073656,3
52486,tt0073656,6
52487,tt0073657,3
52488,tt0073657,5
52489,tt0073658,3
52490,tt0073663,4
52491,tt0073663,11
52492,tt0073663,3
52493,tt0073678,11
52494,tt0073679,3
52495,tt0073679,6
52496,tt0073679,9
52497,tt0073683,2
52498,tt0073683,3
52499,tt0073683,0
52500,tt0073686,4
52501,tt0073686,5
52502,tt0073686,14
52503,tt0073689,11
52504,tt0073692,11
52505,tt0073692,3
52506,tt0073695,16
52507,tt0073695,4
52508,tt0073696,3
52509,tt0073696,13
52510,tt0073696,9
52511,tt0073697,16
52512,tt0073697,2
52513,tt0073697,3
52514,tt0073698,11
52515,tt0073702,16
52516,tt0073702,11
52517,tt0073702,2
52518,tt0073703,3
52519,tt0073703,15
52520,tt0073706,10
52521,tt0073706,13
52522,tt0073707,16
52523,tt0073707,4
52524,tt0073707,11
52525,tt0073712,3
52526,tt0073713,11
52527,tt0073714,16
52528,tt0073714,2
52529,tt0073717,3
52530,tt0073722,11
52531,tt0073728,11
52532,tt0073728,5
52533,tt0073732,11
52534,tt0073732,3
52535,tt0073733,3
52536,tt0073734,2
52537,tt0073734,3
52538,tt0073735,16
52539,tt0073735,3
52540,tt0073735,13
52541,tt0073736,9
52542,tt0073741,11
52543,tt0073741,5
52544,tt0073741,13
52545,tt0073747,13
52546,tt0073747,12
52547,tt0073747,17
52548,tt0073755,16
52549,tt0073755,2
52550,tt0073755,3
52551,tt0073756,16
52552,tt0073756,2
52553,tt0073756,9
52554,tt0073762,2
52555,tt0073762,3
52556,tt0073762,9
52557,tt0073765,3
52558,tt0073766,11
52559,tt0073767,11
52560,tt0073767,3
52561,tt0073768,11
52562,tt0073769,11
52563,tt0073774,16
52564,tt0073774,2
52565,tt0073774,3
52566,tt0073775,4
52567,tt0073779,10
52568,tt0073780,5
52569,tt0073781,3
52570,tt0073781,19
52571,tt0073781,0
52572,tt0073785,11
52573,tt0073785,14
52574,tt0073792,16
52575,tt0073792,2
52576,tt0073792,3
52577,tt0073793,3
52578,tt0073794,7
52579,tt0073794,13
52580,tt0073797,11
52581,tt0073801,16
52582,tt0073801,4
52583,tt0073801,13
52584,tt0073802,12
52585,tt0073802,9
52586,tt0073808,11
52587,tt0073809,2
52588,tt0073809,3
52589,tt0073809,0
52590,tt0073812,3
52591,tt0073812,19
52592,tt0073815,3
52593,tt0073815,9
52594,tt0073816,3
52595,tt0073816,0
52596,tt0073817,4
52597,tt0073817,11
52598,tt0073817,3
52599,tt0073818,11
52600,tt0073827,11
52601,tt0073830,3
52602,tt0073830,7
52603,tt0073831,11
52604,tt0073836,13
52605,tt0073836,9
52606,tt0073839,3
52607,tt0073844,3
52608,tt0073845,2
52609,tt0073845,3
52610,tt0073846,11
52611,tt0073847,13
52612,tt0073848,11
52613,tt0073848,3
52614,tt0073849,1
52615,tt0073849,3
52616,tt0073855,3
52617,tt0073856,10
52618,tt0073856,13
52619,tt0073857,3
52620,tt0073858,2
52621,tt0073858,3
52622,tt0073859,3
52623,tt0073863,11
52624,tt0073864,3
52625,tt0073864,9
52626,tt0073864,8
52627,tt0073865,16
52628,tt0073865,4
52629,tt0073865,2
52630,tt0073869,3
52631,tt0073869,6
52632,tt0073870,11
52633,tt0073871,12
52634,tt0073871,9
52635,tt0073872,4
52636,tt0073872,11
52637,tt0073872,5
52638,tt0073873,4
52639,tt0073873,1
52640,tt0073873,3
52641,tt0073878,11
52642,tt0073879,11
52643,tt0073880,16
52644,tt0073880,1
52645,tt0073880,2
52646,tt0073885,10
52647,tt0073891,11
52648,tt0073891,2
52649,tt0073896,16
52650,tt0073896,2
52651,tt0073896,3
52652,tt0073901,16
52653,tt0073901,4
52654,tt0073901,3
52655,tt0073902,3
52656,tt0073902,0
52657,tt0073903,11
52658,tt0073903,3
52659,tt0073905,11
52660,tt0073906,16
52661,tt0073906,4
52662,tt0073906,3
52663,tt0073911,1
52664,tt0073911,3
52665,tt0073911,8
52666,tt0073916,3
52667,tt0073917,4
52668,tt0073918,16
52669,tt0073918,2
52670,tt0073918,3
52671,tt0073924,16
52672,tt0073924,3
52673,tt0073925,3
52674,tt0073930,3
52675,tt0073930,0
52676,tt0073931,11
52677,tt0073931,3
52678,tt0073932,11
52679,tt0073932,3
52680,tt0073933,3
52681,tt0073933,6
52682,tt0073933,0
52683,tt0073934,11
52684,tt0073934,3
52685,tt0073935,11
52686,tt0073935,15
52687,tt0073936,16
52688,tt0073936,4
52689,tt0073936,11
52690,tt0073937,3
52691,tt0073941,3
52692,tt0073942,11
52693,tt0073942,14
52694,tt0073943,11
52695,tt0073943,3
52696,tt0073946,11
52697,tt0074060,16
52698,tt0074060,0
52699,tt0074060,8
52700,tt0074081,3
52701,tt0074082,11
52702,tt0074083,16
52703,tt0074083,2
52704,tt0074083,3
52705,tt0074084,3
52706,tt0074084,6
52707,tt0074087,11
52708,tt0074093,11
52709,tt0074094,11
52710,tt0074094,2
52711,tt0074097,11
52712,tt0074098,5
52713,tt0074100,3
52714,tt0074100,8
52715,tt0074101,4
52716,tt0074101,11
52717,tt0074101,14
52718,tt0074102,3
52719,tt0074102,0
52720,tt0074103,11
52721,tt0074103,5
52722,tt0074104,19
52723,tt0074107,3
52724,tt0074107,12
52725,tt0074107,9
52726,tt0074108,16
52727,tt0074108,4
52728,tt0074108,3
52729,tt0074109,11
52730,tt0074110,11
52731,tt0074111,11
52732,tt0074111,19
52733,tt0074112,11
52734,tt0074112,0
52735,tt0074116,2
52736,tt0074116,3
52737,tt0074117,4
52738,tt0074120,3
52739,tt0074121,18
52740,tt0074121,11
52741,tt0074121,7
52742,tt0074124,10
52743,tt0074125,10
52744,tt0074128,3
52745,tt0074131,3
52746,tt0074135,11
52747,tt0074137,16
52748,tt0074137,2
52749,tt0074137,9
52750,tt0074140,3
52751,tt0074141,3
52752,tt0074142,11
52753,tt0074142,3
52754,tt0074143,11
52755,tt0074143,0
52756,tt0074144,11
52757,tt0074147,3
52758,tt0074147,7
52759,tt0074148,16
52760,tt0074148,4
52761,tt0074148,7
52762,tt0074149,11
52763,tt0074150,3
52764,tt0074151,3
52765,tt0074152,11
52766,tt0074152,3
52767,tt0074153,2
52768,tt0074153,9
52769,tt0074157,4
52770,tt0074157,7
52771,tt0074157,17
52772,tt0074158,3
52773,tt0074159,4
52774,tt0074159,2
52775,tt0074160,16
52776,tt0074160,11
52777,tt0074161,3
52778,tt0074161,8
52779,tt0074168,3
52780,tt0074168,19
52781,tt0074173,3
52782,tt0074174,11
52783,tt0074174,3
52784,tt0074174,5
52785,tt0074178,3
52786,tt0074179,11
52787,tt0074186,3
52788,tt0074187,10
52789,tt0074190,3
52790,tt0074190,15
52791,tt0074190,12
52792,tt0074191,3
52793,tt0074191,13
52794,tt0074192,11
52795,tt0074192,0
52796,tt0074195,13
52797,tt0074198,3
52798,tt0074199,11
52799,tt0074202,3
52800,tt0074202,0
52801,tt0074203,16
52802,tt0074203,9
52803,tt0074204,16
52804,tt0074204,3
52805,tt0074205,16
52806,tt0074205,11
52807,tt0074208,10
52808,tt0074209,3
52809,tt0074209,0
52810,tt0074210,16
52811,tt0074210,2
52812,tt0074211,13
52813,tt0074212,3
52814,tt0074213,16
52815,tt0074213,2
52816,tt0074214,16
52817,tt0074214,11
52818,tt0074214,2
52819,tt0074219,2
52820,tt0074219,3
52821,tt0074220,3
52822,tt0074224,16
52823,tt0074224,4
52824,tt0074225,4
52825,tt0074225,3
52826,tt0074225,5
52827,tt0074226,13
52828,tt0074226,9
52829,tt0074228,2
52830,tt0074228,3
52831,tt0074231,2
52832,tt0074231,3
52833,tt0074231,0
52834,tt0074235,1
52835,tt0074235,3
52836,tt0074235,15
52837,tt0074238,2
52838,tt0074238,3
52839,tt0074245,3
52840,tt0074246,16
52841,tt0074246,2
52842,tt0074247,16
52843,tt0074249,11
52844,tt0074250,11
52845,tt0074250,3
52846,tt0074250,19
52847,tt0074251,11
52848,tt0074252,11
52849,tt0074252,3
52850,tt0074253,3
52851,tt0074254,11
52852,tt0074254,14
52853,tt0074258,13
52854,tt0074258,12
52855,tt0074258,9
52856,tt0074259,3
52857,tt0074260,15
52858,tt0074263,3
52859,tt0074263,0
52860,tt0074268,16
52861,tt0074268,3
52862,tt0074273,3
52863,tt0074274,11
52864,tt0074274,0
52865,tt0074278,3
52866,tt0074279,16
52867,tt0074279,11
52868,tt0074279,2
52869,tt0074280,11
52870,tt0074281,11
52871,tt0074281,3
52872,tt0074281,0
52873,tt0074282,11
52874,tt0074285,13
52875,tt0074286,11
52876,tt0074286,8
52877,tt0074287,13
52878,tt0074287,12
52879,tt0074287,9
52880,tt0074290,11
52881,tt0074291,1
52882,tt0074291,3
52883,tt0074291,6
52884,tt0074292,3
52885,tt0074292,9
52886,tt0074296,11
52887,tt0074297,3
52888,tt0074298,3
52889,tt0074299,4
52890,tt0074299,5
52891,tt0074300,16
52892,tt0074300,3
52893,tt0074303,11
52894,tt0074305,3
52895,tt0074306,11
52896,tt0074310,11
52897,tt0074311,0
52898,tt0074312,3
52899,tt0074312,9
52900,tt0074313,16
52901,tt0074313,3
52902,tt0074316,10
52903,tt0074316,15
52904,tt0074320,11
52905,tt0074325,11
52906,tt0074333,2
52907,tt0074333,3
52908,tt0074334,10
52909,tt0074335,3
52910,tt0074336,11
52911,tt0074340,3
52912,tt0074340,0
52913,tt0074343,11
52914,tt0074344,10
52915,tt0074345,2
52916,tt0074345,3
52917,tt0074345,9
52918,tt0074348,2
52919,tt0074348,3
52920,tt0074348,12
52921,tt0074349,16
52922,tt0074349,4
52923,tt0074352,16
52924,tt0074352,3
52925,tt0074354,11
52926,tt0074354,17
52927,tt0074355,11
52928,tt0074355,2
52929,tt0074356,3
52930,tt0074356,13
52931,tt0074356,12
52932,tt0074358,2
52933,tt0074358,9
52934,tt0074362,11
52935,tt0074362,6
52936,tt0074363,16
52937,tt0074363,3
52938,tt0074363,6
52939,tt0074364,11
52940,tt0074367,16
52941,tt0074367,3
52942,tt0074372,13
52943,tt0074372,12
52944,tt0074372,9
52945,tt0074379,2
52946,tt0074379,3
52947,tt0074379,9
52948,tt0074380,3
52949,tt0074380,17
52950,tt0074381,2
52951,tt0074381,3
52952,tt0074381,9
52953,tt0074385,16
52954,tt0074385,4
52955,tt0074388,16
52956,tt0074388,3
52957,tt0074389,13
52958,tt0074390,13
52959,tt0074391,3
52960,tt0074395,3
52961,tt0074395,9
52962,tt0074395,8
52963,tt0074396,5
52964,tt0074397,2
52965,tt0074398,1
52966,tt0074398,10
52967,tt0074399,11
52968,tt0074400,3
52969,tt0074400,6
52970,tt0074400,8
52971,tt0074401,3
52972,tt0074401,13
52973,tt0074405,3
52974,tt0074405,6
52975,tt0074405,8
52976,tt0074408,3
52977,tt0074408,13
52978,tt0074408,9
52979,tt0074409,16
52980,tt0074409,4
52981,tt0074409,11
52982,tt0074415,16
52983,tt0074415,3
52984,tt0074419,13
52985,tt0074419,9
52986,tt0074420,3
52987,tt0074423,11
52988,tt0074423,2
52989,tt0074423,12
52990,tt0074424,11
52991,tt0074424,19
52992,tt0074430,13
52993,tt0074430,17
52994,tt0074434,13
52995,tt0074434,12
52996,tt0074435,2
52997,tt0074435,3
52998,tt0074438,3
52999,tt0074439,1
53000,tt0074439,2
53001,tt0074439,3
53002,tt0074440,16
53003,tt0074440,12
53004,tt0074441,11
53005,tt0074441,14
53006,tt0074442,16
53007,tt0074442,4
53008,tt0074442,11
53009,tt0074443,3
53010,tt0074443,7
53011,tt0074443,12
53012,tt0074444,11
53013,tt0074445,11
53014,tt0074446,1
53015,tt0074446,8
53016,tt0074447,3
53017,tt0074447,0
53018,tt0074447,8
53019,tt0074448,3
53020,tt0074450,16
53021,tt0074451,12
53022,tt0074451,9
53023,tt0074452,4
53024,tt0074452,3
53025,tt0074452,9
53026,tt0074455,13
53027,tt0074455,9
53028,tt0074456,3
53029,tt0074460,2
53030,tt0074460,3
53031,tt0074466,4
53032,tt0074466,11
53033,tt0074466,3
53034,tt0074467,11
53035,tt0074470,3
53036,tt0074471,3
53037,tt0074472,3
53038,tt0074472,13
53039,tt0074472,9
53040,tt0074475,13
53041,tt0074475,17
53042,tt0074476,3
53043,tt0074477,3
53044,tt0074478,3
53045,tt0074479,3
53046,tt0074480,11
53047,tt0074481,11
53048,tt0074481,3
53049,tt0074481,19
53050,tt0074484,16
53051,tt0074484,3
53052,tt0074487,3
53053,tt0074492,4
53054,tt0074494,16
53055,tt0074494,2
53056,tt0074494,3
53057,tt0074495,3
53058,tt0074495,6
53059,tt0074496,3
53060,tt0074497,3
53061,tt0074498,3
53062,tt0074499,13
53063,tt0074502,11
53064,tt0074503,19
53065,tt0074503,0
53066,tt0074503,9
53067,tt0074504,4
53068,tt0074508,11
53069,tt0074508,3
53070,tt0074511,11
53071,tt0074512,11
53072,tt0074512,2
53073,tt0074512,3
53074,tt0074513,16
53075,tt0074513,3
53076,tt0074516,16
53077,tt0074516,11
53078,tt0074516,14
53079,tt0074521,16
53080,tt0074522,3
53081,tt0074522,0
53082,tt0074526,3
53083,tt0074530,4
53084,tt0074530,11
53085,tt0074530,0
53086,tt0074531,3
53087,tt0074532,11
53088,tt0074533,11
53089,tt0074533,19
53090,tt0074534,3
53091,tt0074540,4
53092,tt0074540,13
53093,tt0074540,17
53094,tt0074543,10
53095,tt0074544,3
53096,tt0074548,4
53097,tt0074548,3
53098,tt0074548,9
53099,tt0074552,11
53100,tt0074553,11
53101,tt0074553,0
53102,tt0074553,14
53103,tt0074554,3
53104,tt0074557,11
53105,tt0074560,10
53106,tt0074563,3
53107,tt0074564,16
53108,tt0074564,2
53109,tt0074564,3
53110,tt0074565,3
53111,tt0074566,11
53112,tt0074567,3
53113,tt0074570,16
53114,tt0074570,4
53115,tt0074570,11
53116,tt0074572,11
53117,tt0074573,11
53118,tt0074573,10
53119,tt0074578,3
53120,tt0074578,7
53121,tt0074578,19
53122,tt0074583,2
53123,tt0074583,3
53124,tt0074584,11
53125,tt0074585,3
53126,tt0074586,16
53127,tt0074586,2
53128,tt0074586,3
53129,tt0074589,11
53130,tt0074589,3
53131,tt0074593,4
53132,tt0074593,13
53133,tt0074593,9
53134,tt0074594,3
53135,tt0074595,16
53136,tt0074595,3
53137,tt0074599,11
53138,tt0074599,5
53139,tt0074599,20
53140,tt0074600,3
53141,tt0074601,11
53142,tt0074602,3
53143,tt0074603,3
53144,tt0074606,3
53145,tt0074610,11
53146,tt0074611,3
53147,tt0074611,13
53148,tt0074611,12
53149,tt0074612,3
53150,tt0074615,11
53151,tt0074616,2
53152,tt0074616,3
53153,tt0074623,3
53154,tt0074624,16
53155,tt0074624,3
53156,tt0074631,18
53157,tt0074631,11
53158,tt0074634,16
53159,tt0074634,2
53160,tt0074634,3
53161,tt0074635,10
53162,tt0074636,3
53163,tt0074636,0
53164,tt0074637,17
53165,tt0074639,1
53166,tt0074639,3
53167,tt0074640,11
53168,tt0074641,2
53169,tt0074641,3
53170,tt0074642,3
53171,tt0074642,9
53172,tt0074643,11
53173,tt0074643,7
53174,tt0074644,3
53175,tt0074645,3
53176,tt0074646,16
53177,tt0074646,11
53178,tt0074646,3
53179,tt0074647,16
53180,tt0074647,3
53181,tt0074652,11
53182,tt0074652,3
53183,tt0074653,16
53184,tt0074653,11
53185,tt0074653,3
53186,tt0074659,11
53187,tt0074659,0
53188,tt0074660,3
53189,tt0074666,3
53190,tt0074671,17
53191,tt0074681,3
53192,tt0074682,11
53193,tt0074683,13
53194,tt0074684,3
53195,tt0074685,11
53196,tt0074686,3
53197,tt0074686,0
53198,tt0074687,13
53199,tt0074691,3
53200,tt0074691,13
53201,tt0074691,12
53202,tt0074695,3
53203,tt0074695,8
53204,tt0074696,10
53205,tt0074699,10
53206,tt0074700,11
53207,tt0074701,13
53208,tt0074701,17
53209,tt0074702,3
53210,tt0074703,16
53211,tt0074703,13
53212,tt0074703,9
53213,tt0074704,3
53214,tt0074705,4
53215,tt0074705,18
53216,tt0074705,5
53217,tt0074706,16
53218,tt0074706,2
53219,tt0074706,3
53220,tt0074712,1
53221,tt0074712,6
53222,tt0074715,2
53223,tt0074715,9
53224,tt0074716,3
53225,tt0074719,3
53226,tt0074719,14
53227,tt0074720,11
53228,tt0074720,3
53229,tt0074729,13
53230,tt0074729,9
53231,tt0074730,3
53232,tt0074730,0
53233,tt0074733,11
53234,tt0074737,3
53235,tt0074737,13
53236,tt0074737,12
53237,tt0074740,3
53238,tt0074740,14
53239,tt0074741,3
53240,tt0074741,13
53241,tt0074745,16
53242,tt0074745,3
53243,tt0074746,2
53244,tt0074746,3
53245,tt0074747,16
53246,tt0074747,9
53247,tt0074751,4
53248,tt0074751,13
53249,tt0074756,5
53250,tt0074766,11
53251,tt0074766,19
53252,tt0074767,3
53253,tt0074768,3
53254,tt0074768,9
53255,tt0074768,8
53256,tt0074769,13
53257,tt0074773,3
53258,tt0074774,3
53259,tt0074774,6
53260,tt0074775,2
53261,tt0074775,3
53262,tt0074776,14
53263,tt0074777,3
53264,tt0074777,0
53265,tt0074782,3
53266,tt0074783,10
53267,tt0074784,4
53268,tt0074784,6
53269,tt0074785,2
53270,tt0074785,3
53271,tt0074785,9
53272,tt0074786,3
53273,tt0074786,0
53274,tt0074790,11
53275,tt0074790,0
53276,tt0074791,11
53277,tt0074792,2
53278,tt0074792,3
53279,tt0074792,9
53280,tt0074793,3
53281,tt0074794,16
53282,tt0074794,4
53283,tt0074798,3
53284,tt0074799,11
53285,tt0074800,11
53286,tt0074804,3
53287,tt0074810,9
53288,tt0074811,3
53289,tt0074811,9
53290,tt0074812,16
53291,tt0074812,17
53292,tt0074813,11
53293,tt0074813,0
53294,tt0074818,11
53295,tt0074824,11
53296,tt0074824,3
53297,tt0074824,6
53298,tt0074827,11
53299,tt0074831,3
53300,tt0074832,3
53301,tt0074840,3
53302,tt0074845,16
53303,tt0074845,4
53304,tt0074845,11
53305,tt0074846,3
53306,tt0074846,5
53307,tt0074846,7
53308,tt0074849,4
53309,tt0074849,3
53310,tt0074852,12
53311,tt0074852,9
53312,tt0074857,16
53313,tt0074857,2
53314,tt0074857,3
53315,tt0074858,3
53316,tt0074859,3
53317,tt0074860,2
53318,tt0074860,9
53319,tt0074861,3
53320,tt0074862,3
53321,tt0074864,3
53322,tt0074865,11
53323,tt0074866,3
53324,tt0074870,3
53325,tt0074870,6
53326,tt0074875,3
53327,tt0074875,13
53328,tt0074875,9
53329,tt0074878,3
53330,tt0074878,7
53331,tt0074878,0
53332,tt0074879,11
53333,tt0074880,3
53334,tt0074883,3
53335,tt0074883,0
53336,tt0074886,10
53337,tt0074891,10
53338,tt0074891,8
53339,tt0074892,3
53340,tt0074898,11
53341,tt0074898,3
53342,tt0074899,16
53343,tt0074899,3
53344,tt0074899,6
53345,tt0074902,2
53346,tt0074902,3
53347,tt0074902,9
53348,tt0074905,3
53349,tt0074906,3
53350,tt0074906,14
53351,tt0074909,3
53352,tt0074910,2
53353,tt0074910,3
53354,tt0074911,3
53355,tt0074911,8
53356,tt0074914,3
53357,tt0074915,11
53358,tt0074915,3
53359,tt0074916,2
53360,tt0074916,3
53361,tt0074916,12
53362,tt0074920,13
53363,tt0074921,16
53364,tt0074921,8
53365,tt0074924,11
53366,tt0074924,2
53367,tt0074924,3
53368,tt0074925,3
53369,tt0074926,3
53370,tt0074927,3
53371,tt0074928,3
53372,tt0074934,11
53373,tt0074934,19
53374,tt0074939,10
53375,tt0074939,15
53376,tt0074940,3
53377,tt0074940,5
53378,tt0074940,14
53379,tt0074941,16
53380,tt0074941,3
53381,tt0074942,2
53382,tt0074942,3
53383,tt0074942,13
53384,tt0074946,10
53385,tt0074947,11
53386,tt0074947,3
53387,tt0074947,5
53388,tt0074951,16
53389,tt0074951,3
53390,tt0074952,16
53391,tt0074952,2
53392,tt0074952,9
53393,tt0074953,3
53394,tt0074953,12
53395,tt0074954,3
53396,tt0074954,15
53397,tt0074954,0
53398,tt0074957,11
53399,tt0074958,3
53400,tt0074959,3
53401,tt0074959,12
53402,tt0074960,5
53403,tt0074960,7
53404,tt0074963,11
53405,tt0074963,3
53406,tt0074964,11
53407,tt0074969,16
53408,tt0074969,2
53409,tt0074969,3
53410,tt0074970,11
53411,tt0074971,2
53412,tt0074971,13
53413,tt0074971,12
53414,tt0074972,11
53415,tt0074972,3
53416,tt0074972,8
53417,tt0074973,11
53418,tt0074974,4
53419,tt0074974,3
53420,tt0074974,7
53421,tt0074975,16
53422,tt0074975,2
53423,tt0074975,3
53424,tt0074976,11
53425,tt0074977,11
53426,tt0074981,3
53427,tt0074982,11
53428,tt0074984,3
53429,tt0074984,6
53430,tt0074985,2
53431,tt0074985,12
53432,tt0074993,3
53433,tt0074993,8
53434,tt0074994,13
53435,tt0074995,3
53436,tt0074996,11
53437,tt0074997,10
53438,tt0075001,13
53439,tt0075002,11
53440,tt0075002,2
53441,tt0075002,5
53442,tt0075005,13
53443,tt0075006,16
53444,tt0075006,4
53445,tt0075007,11
53446,tt0075007,8
53447,tt0075008,11
53448,tt0075009,10
53449,tt0075013,16
53450,tt0075013,2
53451,tt0075013,3
53452,tt0075014,3
53453,tt0075019,3
53454,tt0075019,6
53455,tt0075019,8
53456,tt0075024,3
53457,tt0075025,11
53458,tt0075026,11
53459,tt0075027,11
53460,tt0075027,3
53461,tt0075030,11
53462,tt0075030,7
53463,tt0075030,19
53464,tt0075031,16
53465,tt0075031,4
53466,tt0075035,13
53467,tt0075035,17
53468,tt0075036,3
53469,tt0075037,3
53470,tt0075038,3
53471,tt0075038,9
53472,tt0075039,3
53473,tt0075039,0
53474,tt0075040,11
53475,tt0075040,3
53476,tt0075040,8
53477,tt0075042,11
53478,tt0075043,3
53479,tt0075046,11
53480,tt0075052,10
53481,tt0075053,11
53482,tt0075054,3
53483,tt0075054,0
53484,tt0075055,3
53485,tt0075056,11
53486,tt0075056,3
53487,tt0075060,16
53488,tt0075060,2
53489,tt0075060,3
53490,tt0075061,3
53491,tt0075061,0
53492,tt0075064,2
53493,tt0075064,3
53494,tt0075065,11
53495,tt0075066,11
53496,tt0075066,2
53497,tt0075067,16
53498,tt0075067,6
53499,tt0075068,3
53500,tt0075068,0
53501,tt0075069,3
53502,tt0075076,11
53503,tt0075076,3
53504,tt0075077,3
53505,tt0075080,11
53506,tt0075080,3
53507,tt0075081,3
53508,tt0075082,2
53509,tt0075082,3
53510,tt0075082,9
53511,tt0075083,16
53512,tt0075083,2
53513,tt0075083,3
53514,tt0075084,9
53515,tt0075085,16
53516,tt0075085,2
53517,tt0075085,3
53518,tt0075086,11
53519,tt0075086,0
53520,tt0075087,14
53521,tt0075088,3
53522,tt0075088,13
53523,tt0075088,9
53524,tt0075089,2
53525,tt0075089,3
53526,tt0075089,9
53527,tt0075094,16
53528,tt0075094,8
53529,tt0075097,13
53530,tt0075097,17
53531,tt0075097,9
53532,tt0075098,3
53533,tt0075101,11
53534,tt0075102,4
53535,tt0075102,5
53536,tt0075106,11
53537,tt0075110,3
53538,tt0075111,3
53539,tt0075112,3
53540,tt0075113,4
53541,tt0075113,11
53542,tt0075113,7
53543,tt0075114,11
53544,tt0075115,16
53545,tt0075115,2
53546,tt0075115,3
53547,tt0075119,11
53548,tt0075119,3
53549,tt0075119,0
53550,tt0075120,11
53551,tt0075121,11
53552,tt0075129,11
53553,tt0075130,11
53554,tt0075130,2
53555,tt0075130,3
53556,tt0075131,3
53557,tt0075131,8
53558,tt0075132,3
53559,tt0075132,14
53560,tt0075133,16
53561,tt0075140,2
53562,tt0075140,3
53563,tt0075140,12
53564,tt0075141,4
53565,tt0075141,5
53566,tt0075144,11
53567,tt0075145,3
53568,tt0075147,4
53569,tt0075147,3
53570,tt0075147,0
53571,tt0075148,3
53572,tt0075148,20
53573,tt0075153,3
53574,tt0075153,8
53575,tt0075154,11
53576,tt0075155,0
53577,tt0075156,0
53578,tt0075157,11
53579,tt0075160,16
53580,tt0075160,11
53581,tt0075161,3
53582,tt0075161,12
53583,tt0075161,9
53584,tt0075162,3
53585,tt0075162,8
53586,tt0075163,3
53587,tt0075163,8
53588,tt0075164,13
53589,tt0075165,11
53590,tt0075165,3
53591,tt0075165,0
53592,tt0075168,10
53593,tt0075168,13
53594,tt0075169,3
53595,tt0075173,3
53596,tt0075173,0
53597,tt0075174,16
53598,tt0075174,2
53599,tt0075174,3
53600,tt0075178,11
53601,tt0075182,2
