mCategoryId,tConst,genreId
684,tt0011617,3
685,tt0011623,3
686,tt0011624,16
687,tt0011624,4
688,tt0011641,11
689,tt0011651,14
690,tt0011652,11
691,tt0011679,3
692,tt0011694,3
693,tt0011717,16
694,tt0011717,4
695,tt0011723,4
696,tt0011741,11
697,tt0011741,3
698,tt0011741,0
699,tt0011742,4
700,tt0011742,3
701,tt0011742,0
702,tt0011756,14
703,tt0011779,4
704,tt0011779,3
705,tt0011779,14
706,tt0011805,4
707,tt0011833,3
708,tt0011833,9
709,tt0011841,3
710,tt0011841,0
711,tt0011848,11
712,tt0011848,0
713,tt0011858,3
714,tt0011865,11
715,tt0011865,3
716,tt0011874,3
717,tt0011880,4
718,tt0011880,3
719,tt0011881,2
720,tt0011881,3
721,tt0011890,3
722,tt0011906,14
723,tt0011909,11
724,tt0011909,3
725,tt0011923,3
726,tt0011923,5
727,tt0011923,0
728,tt0011929,3
729,tt0011944,3
730,tt0011953,3
731,tt0011968,14
732,tt0011969,11
733,tt0011979,3
734,tt0011998,11
735,tt0012017,16
736,tt0012017,4
737,tt0012017,11
738,tt0012028,4
739,tt0012045,3
740,tt0012068,3
741,tt0012068,0
742,tt0012087,3
743,tt0012096,2
744,tt0012096,3
745,tt0012105,16
746,tt0012105,4
747,tt0012105,3
748,tt0012111,1
749,tt0012111,3
750,tt0012117,11
751,tt0012117,0
752,tt0012125,11
753,tt0012125,0
754,tt0012136,11
755,tt0012168,11
756,tt0012190,3
757,tt0012190,0
758,tt0012190,8
759,tt0012194,14
760,tt0012226,16
761,tt0012226,4
762,tt0012226,0
763,tt0012227,3
764,tt0012248,3
765,tt0012249,3
766,tt0012284,11
767,tt0012313,4
768,tt0012313,7
769,tt0012314,4
770,tt0012314,7
771,tt0012328,3
772,tt0012328,0
773,tt0012329,3
774,tt0012349,11
775,tt0012349,3
776,tt0012349,5
777,tt0012362,3
778,tt0012365,3
779,tt0012366,3
780,tt0012366,0
781,tt0012382,11
782,tt0012398,3
783,tt0012406,3
784,tt0012406,0
785,tt0012409,3
786,tt0012410,16
787,tt0012410,4
788,tt0012410,3
789,tt0012427,3
790,tt0012436,3
791,tt0012456,11
792,tt0012456,7
793,tt0012456,17
794,tt0012468,11
795,tt0012472,11
796,tt0012486,11
797,tt0012486,3
798,tt0012494,3
799,tt0012494,7
800,tt0012494,9
801,tt0012513,16
802,tt0012513,11
803,tt0012513,0
804,tt0012514,4
805,tt0012514,3
806,tt0012514,14
807,tt0012529,11
808,tt0012538,2
809,tt0012538,0
810,tt0012538,9
811,tt0012555,3
812,tt0012563,11
813,tt0012600,4
814,tt0012600,3
815,tt0012627,7
816,tt0012642,11
817,tt0012650,3
818,tt0012651,2
819,tt0012651,3
820,tt0012651,13
821,tt0012664,3
822,tt0012685,4
823,tt0012685,5
824,tt0012699,3
825,tt0012725,3
826,tt0012739,16
827,tt0012739,4
828,tt0012739,2
829,tt0012740,3
830,tt0012746,16
831,tt0012746,4
832,tt0012747,14
833,tt0012754,14
834,tt0012755,11
835,tt0012755,3
836,tt0012769,3
837,tt0012772,4
838,tt0012794,3
839,tt0012807,3
840,tt0012815,3
841,tt0012815,0
842,tt0012827,3
843,tt0012843,14
844,tt0012862,11
845,tt0012862,0
846,tt0012868,10
847,tt0012879,11
848,tt0012885,3
849,tt0012894,11
850,tt0012894,3
851,tt0012917,3
852,tt0012928,3
853,tt0012928,0
854,tt0012937,3
855,tt0012938,3
856,tt0012938,0
857,tt0012948,14
858,tt0012949,3
859,tt0012949,13
860,tt0012949,12
861,tt0012958,0
862,tt0012975,0
863,tt0012997,3
864,tt0012998,4
865,tt0013022,11
866,tt0013033,3
867,tt0013034,16
868,tt0013034,4
869,tt0013034,0
870,tt0013059,3
871,tt0013059,5
872,tt0013059,7
873,tt0013075,11
874,tt0013076,3
875,tt0013085,4
876,tt0013085,3
877,tt0013085,0
878,tt0013086,2
879,tt0013086,12
880,tt0013086,9
881,tt0013093,11
882,tt0013093,0
883,tt0013110,4
884,tt0013110,2
885,tt0013110,3
886,tt0013118,3
887,tt0013132,3
888,tt0013135,3
889,tt0013140,3
890,tt0013140,9
891,tt0013169,3
892,tt0013170,11
893,tt0013170,13
894,tt0013189,4
895,tt0013221,11
896,tt0013227,3
897,tt0013254,3
898,tt0013254,0
899,tt0013255,4
900,tt0013263,10
901,tt0013264,3
902,tt0013284,16
903,tt0013284,4
904,tt0013284,0
905,tt0013299,11
906,tt0013299,0
907,tt0013303,3
908,tt0013332,3
909,tt0013332,0
910,tt0013339,7
911,tt0013339,0
912,tt0013343,11
913,tt0013344,3
914,tt0013367,12
915,tt0013368,4
916,tt0013369,3
917,tt0013373,3
918,tt0013386,3
919,tt0013404,4
920,tt0013427,10
921,tt0013428,3
922,tt0013428,6
923,tt0013439,3
924,tt0013450,3
925,tt0013451,3
926,tt0013451,0
927,tt0013452,3
928,tt0013469,3
929,tt0013469,0
930,tt0013482,14
931,tt0013496,3
932,tt0013496,0
933,tt0013502,11
934,tt0013502,0
935,tt0013512,11
936,tt0013512,0
937,tt0013535,3
938,tt0013540,11
939,tt0013571,1
940,tt0013571,3
941,tt0013571,6
942,tt0013572,4
943,tt0013572,6
944,tt0013579,3
945,tt0013579,7
946,tt0013579,13
947,tt0013592,3
948,tt0013603,3
949,tt0013611,3
950,tt0013619,3
951,tt0013626,3
952,tt0013627,16
953,tt0013627,4
954,tt0013627,0
955,tt0013662,3
956,tt0013662,0
957,tt0013672,11
958,tt0013679,3
959,tt0013681,16
960,tt0013681,4
961,tt0013682,3
962,tt0013704,3
963,tt0013705,2
964,tt0013705,3
965,tt0013716,11
966,tt0013716,3
967,tt0013724,4
968,tt0013724,3
969,tt0013728,3
970,tt0013735,3
971,tt0013735,0
972,tt0013741,3
973,tt0013741,6
974,tt0013766,4
975,tt0013766,3
976,tt0013766,0
977,tt0013795,4
978,tt0013802,3
979,tt0013802,0
980,tt0013824,4
981,tt0013824,3
982,tt0013824,0
983,tt0013825,3
984,tt0013833,3
985,tt0013834,3
986,tt0013846,3
987,tt0013866,11
988,tt0013867,3
989,tt0013867,0
990,tt0013868,3
991,tt0013877,11
992,tt0013877,0
993,tt0013886,3
994,tt0013886,0
995,tt0013896,3
996,tt0013906,14
997,tt0013917,3
998,tt0013925,4
999,tt0013925,7
1000,tt0013925,0
1001,tt0013926,11
1002,tt0013926,3
1003,tt0013933,3
1004,tt0013933,0
1005,tt0013951,4
1006,tt0013951,0
1007,tt0013951,14
1008,tt0013961,16
1009,tt0013961,4
1010,tt0013961,3
1011,tt0013971,11
1012,tt0013971,3
1013,tt0013986,11
1014,tt0013986,0
1015,tt0014012,3
1016,tt0014015,16
1017,tt0014015,3
1018,tt0014023,3
1019,tt0014023,8
1020,tt0014031,3
1021,tt0014045,3
1022,tt0014068,4
1023,tt0014100,4
1024,tt0014109,3
1025,tt0014109,0
1026,tt0014127,16
1027,tt0014127,4
1028,tt0014138,4
1029,tt0014138,3
1030,tt0014138,0
1031,tt0014142,3
1032,tt0014142,13
1033,tt0014142,0
1034,tt0014145,4
1035,tt0014145,3
1036,tt0014145,6
1037,tt0014146,3
1038,tt0014158,3
1039,tt0014159,16
1040,tt0014159,4
1041,tt0014159,2
1042,tt0014165,3
1043,tt0014171,6
1044,tt0014175,3
1045,tt0014189,3
1046,tt0014196,16
1047,tt0014196,4
1048,tt0014196,3
1049,tt0014203,3
1050,tt0014207,3
1051,tt0014223,3
1052,tt0014223,0
1053,tt0014229,3
1054,tt0014249,7
1055,tt0014264,3
1056,tt0014264,0
1057,tt0014298,3
1058,tt0014298,0
1059,tt0014302,3
1060,tt0014321,16
1061,tt0014321,4
1062,tt0014321,3
1063,tt0014322,3
1064,tt0014323,11
1065,tt0014323,3
1066,tt0014339,3
1067,tt0014344,11
1068,tt0014344,0
1069,tt0014353,11
1070,tt0014353,3
1071,tt0014359,14
1072,tt0014379,16
1073,tt0014379,3
1074,tt0014379,0
1075,tt0014391,17
1076,tt0014398,12
1077,tt0014416,11
1078,tt0014416,0
1079,tt0014417,3
1080,tt0014429,16
1081,tt0014429,11
1082,tt0014429,9
1083,tt0014446,3
1084,tt0014446,0
1085,tt0014447,16
1086,tt0014447,3
1087,tt0014462,4
1088,tt0014462,3
1089,tt0014463,3
1090,tt0014469,3
1091,tt0014496,4
1092,tt0014496,3
1093,tt0014496,0
1094,tt0014497,11
1095,tt0014497,3
1096,tt0014497,0
1097,tt0014502,4
1098,tt0014502,3
1099,tt0014510,11
1100,tt0014522,11
1101,tt0014528,7
1102,tt0014528,0
1103,tt0014538,11
1104,tt0014539,14
1105,tt0014543,16
1106,tt0014543,4
1107,tt0014543,11
1108,tt0014553,3
1109,tt0014553,14
1110,tt0014567,3
1111,tt0014577,7
1112,tt0014586,7
1113,tt0014586,13
1114,tt0014600,16
1115,tt0014600,4
1116,tt0014600,3
1117,tt0014604,3
1118,tt0014604,0
1119,tt0014605,3
1120,tt0014605,0
1121,tt0014606,2
1122,tt0014606,3
1123,tt0014606,12
1124,tt0014615,6
1125,tt0014615,14
1126,tt0014619,3
1127,tt0014636,3
1128,tt0014636,0
1129,tt0014640,3
1130,tt0014645,14
1131,tt0014646,4
1132,tt0014646,3
1133,tt0014646,7
1134,tt0014672,3
1135,tt0014672,6
1136,tt0014672,8
1137,tt0014682,2
1138,tt0014682,3
1139,tt0014696,3
1140,tt0014696,8
1141,tt0014702,3
1142,tt0014702,6
1143,tt0014702,0
1144,tt0014707,14
1145,tt0014720,16
1146,tt0014720,4
1147,tt0014720,3
1148,tt0014721,3
1149,tt0014721,0
1150,tt0014721,17
1151,tt0014734,16
1152,tt0014734,4
1153,tt0014734,12
1154,tt0014752,3
1155,tt0014752,0
1156,tt0014759,16
1157,tt0014759,4
1158,tt0014759,0
1159,tt0014760,3
1160,tt0014770,4
1161,tt0014770,3
1162,tt0014775,3
1163,tt0014797,11
1164,tt0014817,11
1165,tt0014836,2
1166,tt0014836,3
1167,tt0014845,14
1168,tt0014857,16
1169,tt0014857,3
1170,tt0014866,3
1171,tt0014866,0
1172,tt0014874,3
1173,tt0014891,16
1174,tt0014891,3
1175,tt0014891,0
1176,tt0014892,11
1177,tt0014900,11
1178,tt0014901,16
1179,tt0014901,3
1180,tt0014927,4
1181,tt0014945,11
1182,tt0014945,0
1183,tt0014946,11
1184,tt0014965,3
1185,tt0014972,3
1186,tt0014972,0
1187,tt0014972,9
1188,tt0014981,3
1189,tt0014981,0
1190,tt0014982,11
1191,tt0014982,0
1192,tt0014989,11
1193,tt0014999,3
1194,tt0015002,11
1195,tt0015005,11
1196,tt0015015,16
1197,tt0015015,3
1198,tt0015016,6
1199,tt0015016,0
1200,tt0015016,14
1201,tt0015022,3
1202,tt0015022,6
1203,tt0015022,0
1204,tt0015036,3
1205,tt0015037,4
1206,tt0015037,3
1207,tt0015037,0
1208,tt0015038,14
1209,tt0015039,10
1210,tt0015053,16
1211,tt0015053,11
1212,tt0015053,17
1213,tt0015068,3
1214,tt0015068,5
1215,tt0015074,11
1216,tt0015104,11
1217,tt0015119,11
1218,tt0015134,16
1219,tt0015134,4
1220,tt0015134,2
1221,tt0015141,3
1222,tt0015152,3
1223,tt0015152,0
1224,tt0015167,11
1225,tt0015171,11
1226,tt0015175,4
1227,tt0015175,3
1228,tt0015175,7
1229,tt0015180,14
1230,tt0015185,4
1231,tt0015185,3
1232,tt0015197,3
1233,tt0015202,2
1234,tt0015202,13
1235,tt0015202,12
1236,tt0015211,3
1237,tt0015211,0
1238,tt0015224,4
1239,tt0015224,5
1240,tt0015224,7
1241,tt0015233,11
1242,tt0015233,3
1243,tt0015241,11
1244,tt0015256,3
1245,tt0015263,11
1246,tt0015263,3
1247,tt0015270,3
1248,tt0015287,14
1249,tt0015299,3
1250,tt0015311,11
1251,tt0015311,0
1252,tt0015312,3
1253,tt0015313,11
1254,tt0015313,3
1255,tt0015313,12
1256,tt0015331,3
1257,tt0015347,3
1258,tt0015353,4
1259,tt0015353,3
1260,tt0015361,3
1261,tt0015399,3
1262,tt0015400,4
1263,tt0015400,5
1264,tt0015400,7
1265,tt0015413,11
1266,tt0015413,0
1267,tt0015419,11
1268,tt0015419,3
1269,tt0015451,3
1270,tt0015454,3
1271,tt0015465,0
1272,tt0015492,3
1273,tt0015493,3
1274,tt0015498,3
1275,tt0015498,0
1276,tt0015499,3
1277,tt0015500,11
1278,tt0015500,3
1279,tt0015501,3
1280,tt0015508,3
1281,tt0015508,0
1282,tt0015526,11
1283,tt0015542,4
1284,tt0015542,3
1285,tt0015569,4
1286,tt0015569,2
1287,tt0015569,3
1288,tt0015570,16
1289,tt0015570,11
1290,tt0015570,0
1291,tt0015577,11
1292,tt0015589,11
1293,tt0015612,11
1294,tt0015620,14
1295,tt0015626,3
1296,tt0015626,7
1297,tt0015626,0
1298,tt0015627,0
1299,tt0015627,14
1300,tt0015634,3
1301,tt0015639,16
1302,tt0015639,4
1303,tt0015639,0
1304,tt0015644,3
1305,tt0015662,0
1306,tt0015662,20
1307,tt0015662,14
1308,tt0015663,11
1309,tt0015663,3
1310,tt0015669,3
1311,tt0015687,4
1312,tt0015687,0
1313,tt0015687,14
1314,tt0015688,11
1315,tt0015688,0
1316,tt0015689,4
1317,tt0015693,3
1318,tt0015693,0
1319,tt0015702,3
1320,tt0015714,11
1321,tt0015727,3
1322,tt0015728,3
1323,tt0015740,3
1324,tt0015740,0
1325,tt0015745,14
1326,tt0015746,14
1327,tt0015750,4
1328,tt0015765,11
1329,tt0015765,3
1330,tt0015765,0
1331,tt0015766,16
1332,tt0015766,11
1333,tt0015766,0
1334,tt0015770,14
1335,tt0015771,2
1336,tt0015771,3
1337,tt0015771,13
1338,tt0015772,16
1339,tt0015772,11
1340,tt0015772,3
1341,tt0015773,11
1342,tt0015778,3
1343,tt0015801,3
1344,tt0015813,16
1345,tt0015813,4
1346,tt0015813,0
1347,tt0015820,16
1348,tt0015820,4
1349,tt0015820,0
1350,tt0015841,11
1351,tt0015841,5
1352,tt0015841,0
1353,tt0015842,3
1354,tt0015852,16
1355,tt0015852,4
1356,tt0015852,0
